Geographic Area,City,percent_completed_hs
TX,DeSoto city,90.5
TX,Detroit town,86.8
TX,Devers city,66.4
TX,Devine city,77.4
TX,Deweyville CDP,93.8
TX,D'Hanis CDP,81.2
TX,Diboll city,69.9
TX,Dickens city,80.4
TX,Dickinson city,81.4
TX,Dilley city,66.1
TX,Dimmitt city,71.8
TX,DISH town,81.5
TX,Dodd City town,84.7
TX,Dodson town,41.9
TX,Doffing CDP,42.3
TX,Domino town,93.8
TX,Donna city,60.8
TX,Doolittle CDP,40.3
TX,Dorchester city,92.1
TX,Double Oak town,96.9
TX,Douglassville town,78
TX,Doyle CDP,100
TX,Driftwood CDP,91.6
TX,Dripping Springs city,82
TX,Driscoll city,57
TX,Dublin city,75.3
TX,Dumas city,67.6
TX,Duncanville city,83.3
TX,Eagle Lake city,75.4
TX,Eagle Pass city,66.1
TX,Early city,89.1
TX,Earth city,63.7
TX,East Alto Bonito CDP,34.7
TX,East Bernard city,78.2
TX,Eastland city,81.6
TX,East Mountain city,83.9
TX,Easton city,73.5
TX,East Tawakoni city,79.6
TX,Ector city,80.5
TX,Edcouch city,47.7
TX,Eden city,54.2
TX,Edgecliff Village town,92
TX,Edgewater Estates CDP,19.6
TX,Edgewood town,78.6
TX,Edinburg city,77.7
TX,Edmonson town,88.3
TX,Edna city,73.5
TX,Edom city,78.4
TX,Edroy CDP,65.3
TX,Eidson Road CDP,48.7
TX,Elbert CDP,100
TX,El Brazil CDP,0
TX,El Camino Angosto CDP,79.3
TX,El Campo city,71.2
TX,El Castillo CDP,45.8
TX,El Cenizo CDP,26.6
TX,El Cenizo city,37.5
TX,El Chaparral CDP,39
TX,Eldorado city,70.1
TX,Electra city,84.7
TX,Elgin city,77.7
TX,Elias-Fela Solis CDP,0
TX,El Indio CDP,31.3
TX,Elkhart town,77.7
TX,El Lago city,95.2
TX,Elm Creek CDP,64.8
TX,Elmendorf city,75.9
TX,El Mesquite CDP,-
TX,Elmo CDP,77
TX,E. Lopez CDP,100
TX,El Paso city,78
TX,El Quiote CDP,19.6
TX,El Rancho Vela CDP,46.7
TX,El Refugio CDP,30.2
TX,Elsa city,57.9
TX,El Socio CDP,52.9
TX,Emerald Bay CDP,94.8
TX,Emhouse town,90.6
TX,Emory city,81.4
TX,Encantada-Ranchito-El Calaboz CDP,35.9
TX,Enchanted Oaks town,92.3
TX,Encinal city,58
TX,Encino CDP,52.5
TX,Ennis city,74.6
TX,Escobares city,38.2
TX,Estelline town,71.2
TX,Eugenio Saenz CDP,68
TX,Euless city,90.3
TX,Eureka city,92
TX,Eustace city,82.2
TX,Evadale CDP,86.9
TX,Evant town,78.2
TX,Evergreen CDP,0
TX,Everman city,78.1
TX,Fabens CDP,50.4
TX,Fabrica CDP,31
TX,Fairchilds village,79.9
TX,Fairfield city,87
TX,Fair Oaks Ranch city,99.3
TX,Fairview town,98.5
TX,Falconaire CDP,28.1
TX,Falcon Heights CDP,46.7
TX,Falcon Lake Estates CDP,84.9
TX,Falcon Mesa CDP,62.7
TX,Falcon Village CDP,86.7
TX,Falfurrias city,72.7
TX,Falls City city,80.8
TX,Falman CDP,82.8
TX,Fannett CDP,91.2
TX,Farmers Branch city,82.8
TX,Farmersville city,79.1
TX,Farwell city,75
TX,Fate city,92.6
TX,Fayetteville city,93.3
TX,Faysville CDP,72.2
TX,Fernando Salinas CDP,45.5
TX,Ferris city,68.6
TX,Fifth Street CDP,21.8
TX,Flatonia town,56.4
TX,Flor del Rio CDP,14.9
TX,Florence city,74.1
TX,Floresville city,75.6
TX,Flowella CDP,74.5
TX,Flower Mound town,97.1
TX,Floydada city,67.7
TX,Follett city,80.9
TX,Forest Hill city,68.9
TX,Forney city,94.3
TX,Forsan city,87.7
TX,Fort Bliss CDP,97.1
TX,Fort Clark Springs CDP,88.2
TX,Fort Davis CDP,66
TX,Fort Hancock CDP,38.3
TX,Fort Hood CDP,96.8
TX,Fort Stockton city,72.3
TX,Fort Worth city,80.8
TX,Four Corners CDP,80.7
TX,Four Points CDP,-
TX,Fowlerton CDP,100
TX,Franklin city,83.6
TX,Frankston town,83.3
TX,Fredericksburg city,89.5
TX,Freeport city,66.3
TX,Freer city,72.1
TX,Fresno CDP,81.8
TX,Friendswood city,95
TX,Friona city,62.2
TX,Frisco city,95.9
TX,Fritch city,93.6
TX,Fronton CDP,13.7
TX,Fronton Ranchettes CDP,62.2
TX,Frost city,72.7
TX,Fruitvale city,77.3
TX,Fulshear city,94.7
TX,Fulton town,84.7
TX,Gail CDP,96.6
TX,Gainesville city,79.5
TX,Galena Park city,61.3
TX,Gallatin city,79.4
TX,Galveston city,81.9
TX,Ganado city,65.9
TX,Garceno CDP,43
TX,Garciasville CDP,50
TX,Garden City CDP,82.6
TX,Gardendale CDP,98.2
TX,Garden Ridge city,98.8
TX,Garfield CDP,69.9
TX,Garland city,76.3
TX,Garrett town,58.4
TX,Garrison city,78.9
TX,Gary City town,82.4
TX,Garza-Salinas II CDP,62.8
TX,Gatesville city,74.5
TX,Georgetown city,92.5
TX,George West city,72.6
TX,Geronimo CDP,77.9
TX,Gholson city,87.8
TX,Giddings city,74.5
TX,Gilmer city,80.8
TX,Girard CDP,76
TX,Gladewater city,81.1
TX,Glenn Heights city,87.6
TX,Glen Rose city,82.1
TX,Glidden CDP,89.5
TX,Godley city,84
TX,Goldsmith city,93.3
TX,Goldthwaite city,80.9
TX,Goliad city,82.1
TX,Golinda city,93.8
TX,Gonzales city,67.8
TX,Goodlow city,89.1
TX,Goodrich city,79.7
TX,Gordon city,87.9
TX,Goree city,75.6
TX,Gorman city,74.4
TX,Graford city,82.5
TX,Graham city,78.4
TX,Granbury city,89
TX,Grandfalls town,71.6
TX,Grand Prairie city,79.9
TX,Grand Saline city,67.2
TX,Grandview city,80.4
TX,Granger city,79.7
TX,Granite Shoals city,73
TX,Granjeno city,71.6
TX,Grape Creek CDP,84.2
TX,Grapeland city,83.8
TX,Grapevine city,93.2
TX,Grays Prairie village,88
TX,Greatwood CDP,95.7
TX,Green Valley Farms CDP,60.4
TX,Greenville city,80
TX,Gregory city,61.7
TX,Grey Forest city,95.2
TX,Groesbeck city,74.9
TX,Groom town,89.1
TX,Groves city,88.2
TX,Groveton city,73
TX,Gruver city,78.8
TX,Guadalupe Guerra CDP,0
TX,Guerra CDP,-
TX,Gun Barrel City city,80.4
TX,Gunter city,76.8
TX,Gustine town,65.8
TX,Guthrie CDP,86.6
TX,Gutierrez CDP,100
TX,Hackberry town,69.6
TX,Hale Center city,65.2
TX,Hallettsville city,78
TX,Hallsburg city,97
TX,Hallsville city,95.4
TX,Haltom City city,74.5
TX,Hamilton city,79.5
TX,Hamlin city,88.9
TX,Happy town,82.3
TX,Hardin city,81
TX,Hargill CDP,24.2
TX,Harker Heights city,91.7
TX,Harlingen city,73.7
TX,Harper CDP,77.5
TX,Hart city,53.9
TX,Hartley CDP,44
TX,Haskell city,65.6
TX,Haslet city,93.9
TX,Havana CDP,68.5
TX,Hawk Cove city,73.5
TX,Hawkins city,90
TX,Hawley city,79.3
TX,Hays city,96.2
TX,H. Cuellar Estates CDP,100
TX,Hearne city,67
TX,Heath city,97.5
TX,Hebbronville CDP,71.7
TX,Hebron town,95.9
TX,Hedley city,75.3
TX,Hedwig Village city,95.3
TX,Heidelberg CDP,71.3
TX,Helotes city,95
TX,Hemphill city,79.4
TX,Hempstead city,68.7
TX,Henderson city,77.4
TX,Henrietta city,89.3
TX,Hereford city,70.4
TX,Hermleigh CDP,84.5
TX,Hewitt city,93.1
TX,Hickory Creek town,95.5
TX,Hico city,77.1
TX,Hidalgo city,61.7
TX,Hideaway city,98.4
TX,Higgins city,78.2
TX,Highland Haven city,96.8
TX,Highland Park town,98.4
TX,Highlands CDP,83.8
TX,Highland Village city,97.3
TX,Hill Country Village city,98
TX,Hillcrest village,93.2
TX,Hillsboro city,69.8
TX,Hillside Acres CDP,-
TX,Hilltop CDP (Frio County),34.1
TX,Hilltop CDP (Starr County),27.6
TX,Hilltop Lakes CDP,94.5
TX,Hilshire Village city,94
TX,Hitchcock city,84.7
TX,Holiday Beach CDP,75.3
TX,Holiday Lakes town,61.6
TX,Holland town,80.3
TX,Holliday city,90.4
TX,Holly Lake Ranch CDP,92.8
TX,Hollywood Park town,95.3
TX,Homestead Meadows North CDP,64.9
TX,Homestead Meadows South CDP,50.8
TX,Hondo city,73.8
TX,Honey Grove city,78.6
TX,Hooks city,84.6
TX,Horizon City city,84.5
TX,Hornsby Bend CDP,71.4
TX,Horseshoe Bay city,97
TX,Horseshoe Bend CDP,81.7
TX,Houston city,76.7
TX,Howardwick city,80.1
TX,Howe town,84.8
TX,Hubbard city,87
TX,Hudson city,81.1
TX,Hudson Bend CDP,95.6
TX,Hudson Oaks city,92.4
TX,Hughes Springs city,74.6
TX,Hull CDP,85
TX,Humble city,78.5
TX,Hungerford CDP,87.5
TX,Hunters Creek Village city,98.6
TX,Huntington city,79.4
TX,Huntsville city,81.7
TX,Hurst city,85.5
TX,Hutchins city,72.2
TX,Hutto city,93
TX,Huxley city,82.5
TX,Iago CDP,100
TX,Idalou city,81.3
TX,Iglesia Antigua CDP,48.4
TX,Impact town,100
TX,Imperial CDP,74.7
TX,Indian Hills CDP,26.1
TX,Indian Lake town,66.2
TX,Indian Springs CDP,65
TX,Indio CDP,-
TX,Industry city,80.9
TX,Inez CDP,90.1
TX,Ingleside city,86.7
TX,Ingleside on the Bay city,93.5
TX,Ingram city,74.5
TX,Iola city,76.1
TX,Iowa Colony village,78.9
TX,Iowa Park city,90.2
TX,Iraan city,77.1
TX,Iredell city,88
TX,Irving city,79.7
TX,Italy town,83.5
TX,Itasca city,68.1
TX,Ivanhoe city,87.9
TX,Jacinto City city,47
TX,Jacksboro city,76.1
TX,Jacksonville city,70.5
TX,Jamaica Beach city,98.8
TX,Jardin de San Julian CDP,0
TX,Jarrell city,86.9
TX,Jasper city,79.2
TX,Jayton city,74.9
TX,Jefferson city,88.8
TX,Jersey Village city,94.7
TX,Jewett city,73.3
TX,J.F. Villareal CDP,0
TX,Joaquin city,84.4
TX,Johnson City city,88.7
TX,Jolly city,91
TX,Jones Creek village,82.7
TX,Jonestown city,90.9
TX,Josephine city,85.9
TX,Joshua city,82.8
TX,Jourdanton city,75.8
TX,Juarez CDP,15.6
TX,Junction city,78.7
TX,Justin city,89.6
TX,Karnes City city,71.4
TX,Katy city,84.1
TX,Kaufman city,77.2
TX,K-Bar Ranch CDP,85.9
TX,Keene city,82.1
TX,Keller city,96.5
TX,Kemah city,92.1
TX,Kemp city,75.9
TX,Kempner city,89.5
TX,Kendleton city,92.1
TX,Kenedy city,61.6
TX,Kenefick town,83.2
TX,Kennard city,85.6
TX,Kennedale city,83.4
TX,Kerens city,78.3
TX,Kermit city,69.1
TX,Kerrville city,85.7
TX,Kilgore city,85.9
TX,Killeen city,91.6
TX,Kingsbury CDP,80.2
TX,Kingsland CDP,83.2
TX,Kingsville city,72.6
TX,Kirby city,81.3
TX,Kirbyville city,77.7
TX,Kirvin town,78.6
TX,Knippa CDP,62.4
TX,Knollwood city,89.8
TX,Knox City town,81.4
TX,Kosse town,72.6
TX,Kountze city,77.6
TX,Kress city,77.2
TX,Krugerville city,94.2
TX,Krum city,91.2
TX,Kurten town,90.7
TX,Kyle city,86.6
TX,La Blanca CDP,55.9
TX,La Carla CDP,7.7
TX,La Casita CDP,-
TX,La Chuparosa CDP,-
TX,Lackland AFB CDP,97.7
TX,La Coma CDP,50
TX,LaCoste city,82.2
TX,Lacy-Lakeview city,78.7
TX,Ladonia town,81.7
TX,La Escondida CDP,50
TX,La Esperanza CDP,0
TX,La Feria city,72.3
TX,La Feria North CDP,41.9
TX,Lago CDP,66.7
TX,Lago Vista CDP,46.2
TX,Lago Vista city,91.5
TX,La Grange city,71.1
TX,La Grulla city,50.7
TX,Laguna Heights CDP,35.7
TX,Laguna Park CDP,83.7
TX,Laguna Seca CDP,77.8
TX,Laguna Vista town,89.8
TX,La Homa CDP,42.6
TX,La Joya city,46
TX,Lake Bridgeport city,83.2
TX,Lake Brownwood CDP,86.4
TX,Lake Bryan CDP,61.4
TX,Lake Cherokee CDP,92.4
TX,Lake City town,81.2
TX,Lake Colorado City CDP,91.5
TX,Lake Dallas city,95.6
TX,Lake Dunlap CDP,87.7
TX,Lakehills CDP,92.6
TX,Lake Jackson city,92.9
TX,Lake Kiowa CDP,96
TX,Lake Medina Shores CDP,68.2
TX,Lake Meredith Estates CDP,50
TX,Lakeport city,86.2
TX,Lakeshore Gardens-Hidden Acres CDP,78
TX,Lakeside town (San Patricio County),82.5
TX,Lakeside town (Tarrant County),91.6
TX,Lakeside City town,94.3
TX,Lake Tanglewood village,98.3
TX,Lakeview town,72
TX,Lake View CDP,88.2
TX,Lakeway city,98.9
TX,Lakewood Village city,96.4
TX,Lake Worth city,80.4
TX,La Loma de Falcon CDP,35.4
TX,Lamar CDP,97
TX,La Marque city,83.3
TX,Lamesa city,75.2
TX,La Minita CDP,68
TX,Lampasas city,83
TX,Lancaster city,86.1
TX,Lantana CDP,97.3
TX,La Paloma CDP,37.6
TX,La Paloma Addition CDP,45.6
TX,La Paloma-Lost Creek CDP,69.6
TX,La Paloma Ranchettes CDP,74.8
TX,La Porte city,87.9
TX,La Presa CDP,42.8
TX,La Pryor CDP,56.7
TX,La Puerta CDP,32.3
TX,Laredo city,66.3
TX,Laredo Ranchettes CDP,0
TX,Laredo Ranchettes West CDP,-
TX,La Rosita CDP,85.9
TX,Lasana CDP,50
TX,Lasara CDP,47
TX,Las Haciendas CDP,-
TX,Las Lomas CDP,28.6
TX,Las Lomitas CDP,30.6
TX,Las Palmas CDP,100
TX,Las Palmas II CDP,52.9
TX,Las Pilas CDP,-
TX,Las Quintas Fronterizas CDP,68.3
TX,Latexo city,84.2
TX,La Tina Ranch CDP,63.6
TX,Laughlin AFB CDP,100
TX,Laureles CDP,49.7
TX,La Vernia city,83.3
TX,La Victoria CDP,100
TX,La Villa city,53.3
TX,Lavon city,94.8
TX,La Ward city,72.8
TX,Lawn town,85.2
TX,League City city,95.3
TX,Leakey city,81.8
TX,Leander city,90.8
TX,Leary city,86.1
TX,Lefors town,87.1
TX,Leming CDP,66
TX,Leona city,93.2
TX,Leonard city,82.1
TX,Leon Valley city,92.1
TX,Leroy city,87.7
TX,Levelland city,77.9
TX,Lewisville city,87.4
TX,Lexington town,86.9
TX,Liberty city,73.8
TX,Liberty City CDP,88.9
TX,Liberty Hill city,84.7
TX,Lincoln Park town,76.8
TX,Lindale city,86.9
TX,Linden city,82.3
TX,Lindsay city,96.3
TX,Lindsay CDP,44.1
TX,Linn CDP,58.8
TX,Lipan city,91.1
TX,Lipscomb CDP,100
TX,Little Elm city,90
TX,Littlefield city,75.3
TX,Little River-Academy city,84
TX,Live Oak city,91.8
TX,Liverpool city,84.7
TX,Livingston town,83.2
TX,Llano city,80.5
TX,Llano Grande CDP,53.6
TX,Lockhart city,79.8
TX,Lockney town,71.7
TX,Log Cabin city,74.5
TX,Lolita CDP,93
TX,Loma Grande CDP,55
TX,Loma Linda CDP,100
TX,Loma Linda East CDP (Jim Wells County),100
TX,Loma Linda East CDP (Starr County),-
TX,Loma Linda West CDP,11.1
TX,Loma Vista CDP,24.2
TX,Lometa city,73.6
TX,Lone Oak city,88.7
TX,Lone Star city,79.5
TX,Longoria CDP,-
TX,Longview city,83.5
TX,Loop CDP,48.2
TX,Lope_o CDP,-
TX,Lopezville CDP,51
TX,Loraine town,66
TX,Lorena city,88.9
TX,Lorenzo city,68.5
TX,Los Altos CDP,0
TX,Los Alvarez CDP,15.8
TX,Los Angeles CDP,0
TX,Los Arcos CDP,33.3
TX,Los Arrieros CDP,94.7
TX,Los Barreras CDP,74.5
TX,Los Centenarios CDP,-
TX,Los Corralitos CDP,0
TX,Los Ebanos CDP (Hidalgo County),33.5
TX,Los Ebanos CDP (Starr County),43.4
TX,Los Fresnos city,60.1
TX,Los Fresnos CDP,100
TX,Los Huisaches CDP,100
TX,Los Indios town,58
TX,Los Lobos CDP,-
TX,Los Minerales CDP,17.2
TX,Los Nopalitos CDP,34.8
TX,Lost Creek CDP,100
TX,Los Veteranos I CDP,-
TX,Los Veteranos II CDP,50
TX,Los Ybanez city,90.9
TX,Lott city,75.8
TX,Louise CDP,87.4
TX,Lovelady city,90.4
TX,Lowry Crossing city,95.2
TX,Lozano CDP,55.4
TX,Lubbock city,85.3
TX,Lucas city,96.7
TX,Lueders city,80.5
TX,Lufkin city,77.2
TX,Luling city,72.4
TX,Lumberton city,89.1
TX,Lyford city,64.7
TX,Lytle city,77.5
TX,Mabank town,81.6
TX,McAllen city,73.5
TX,McCamey city,77
TX,McDade CDP,73.8
TX,Macdona CDP,79
TX,McGregor city,81.1
TX,McKinney city,92.2
TX,McKinney Acres CDP,54.9
TX,McLean town,82.7
TX,McLendon-Chisholm city,96.5
TX,McQueeney CDP,88.2
TX,Madisonville city,74.5
TX,Magnolia city,84
TX,Malakoff city,71.7
TX,Malone town,87.6
TX,Manchaca CDP,95.9
TX,Manor city,76.3
TX,Mansfield city,94.4
TX,Manuel Garcia CDP,48.1
TX,Manuel Garcia II CDP,19.6
TX,Manvel city,87.2
TX,Marathon CDP,81.2
TX,Marble Falls city,83.2
TX,Marfa city,83.2
TX,Marietta town,75
TX,Marion city,80.3
TX,Markham CDP,71.8
TX,Marlin city,66.6
TX,Marquez city,88.6
TX,Marshall city,78.9
TX,Mart city,84.8
TX,Martindale city,75.3
TX,Martinez CDP,-
TX,Mason city,75.5
TX,Matador town,82.3
TX,Matagorda CDP,94
TX,Mathis city,51.7
TX,Maud city,94.9
TX,Mauriceville CDP,86.2
TX,Maypearl city,93.8
TX,Meadow town,80.5
TX,Meadowlakes city,99
TX,Meadows Place city,94.2
TX,Medina CDP,38.9
TX,Megargel town,77.4
TX,Melissa city,96.3
TX,Melvin town,68.1
TX,Memphis city,68.3
TX,Menard city,71.2
TX,Mentone CDP,62.2
TX,Mercedes city,61.1
TX,Meridian city,72.7
TX,Merkel town,80
TX,Mertens town,87.9
TX,Mertzon city,83.2
TX,Mesquite city,80.7
TX,Mesquite CDP,7.9
TX,Mexia city,78.1
TX,Miami city,95.8
TX,Midland city,83
TX,Midlothian city,92.2
TX,Midway city,80.1
TX,Midway North CDP,42.2
TX,Midway South CDP,52.6
TX,Miguel Barrera CDP,6.3
TX,Mikes CDP,26.7
TX,Mila Doce CDP,37.5
TX,Milam CDP,90.5
TX,Milano city,80.8
TX,Mildred town,81.9
TX,Miles city,71.6
TX,Milford town,78.4
TX,Miller's Cove town,13.2
TX,Millican town,86.6
TX,Millsap town,83
TX,Mineola city,80.9
TX,Mineral Wells city,75.1
TX,Mingus city,82.5
TX,Mi Ranchito Estate CDP,0
TX,Mirando City CDP,51.6
TX,Mission city,71.9
TX,Mission Bend CDP,80.3
TX,Missouri City city,93.1
TX,Mobeetie city,90.5
TX,Mobile City city,45.9
TX,Monahans city,77.2
TX,Montague CDP,81.1
TX,Mont Belvieu city,92.5
TX,Monte Alto CDP,56.8
TX,Montgomery city,94.6
TX,Moody city,80.3
TX,Moore CDP,33
TX,Moore Station city,64.8
TX,Moraida CDP,54.5
TX,Morales-Sanchez CDP,65.2
TX,Moran city,80.9
TX,Morgan city,56.5
TX,Morgan Farm CDP,73.7
TX,Morgan's Point city,95.2
TX,Morgan's Point Resort city,89.9
TX,Morning Glory CDP,79.8
TX,Morse CDP,76.9
TX,Morton city,57.6
TX,Moulton town,59.3
TX,Mountain City city,98.2
TX,Mount Calm city,82
TX,Mount Enterprise city,74.2
TX,Mount Pleasant city,64
TX,Mount Vernon town,81.6
TX,Muenster city,93.3
TX,Muleshoe city,66.4
TX,Mullin town,67.1
TX,Munday city,75.4
TX,Muniz CDP,37.2
TX,Murchison city,86.1
TX,Murillo CDP,62.1
TX,Murphy city,94.1
TX,Mustang town,16.7
TX,Mustang Ridge city,75.7
TX,Myrtle Springs CDP,67.1
TX,Nacogdoches city,85.2
TX,Naples city,84.4
TX,Narciso Pena CDP,-
TX,Nash city,93.2
TX,Nassau Bay city,94.5
TX,Natalia city,66.6
TX,Navarro town,92.9
TX,Navasota city,68.4
TX,Nazareth city,97.8
TX,Nederland city,94.2
TX,Needville city,85
TX,Nesbitt town,97.7
TX,Netos CDP,0
TX,Nevada city,91.7
TX,Newark city,76.3
TX,New Berlin city,93.8
TX,New Boston city,85.3
TX,New Braunfels city,88.8
TX,Newcastle city,74.7
TX,New Chapel Hill city,86.8
TX,New Deal town,75.9
TX,New Fairview city,80.1
TX,New Falcon CDP,53.6
TX,New Home city,69.7
TX,New Hope town,88.9
TX,New London city,78.9
TX,New Summerfield city,57.8
TX,New Territory CDP,89.8
TX,Newton city,83.9
TX,New Waverly city,84.2
TX,Neylandville town,93.8
TX,Niederwald city,82.9
TX,Nina CDP,32.9
TX,Nixon city,55.3
TX,Nocona city,72.1
TX,Nocona Hills CDP,85.8
TX,Nolanville city,81.5
TX,Nome city,87.7
TX,Noonday city,87.8
TX,Nordheim city,78
TX,Normangee town,79.6
TX,Normanna CDP,84.9
TX,North Alamo CDP,56.6
TX,North Cleveland city,80.8
TX,North Escobares CDP,0
TX,Northlake town,97.5
TX,North Pearsall CDP,61.7
TX,North Richland Hills city,92.1
TX,Northridge CDP,-
TX,North San Pedro CDP,62.6
TX,Novice city,52.9
TX,Oak Grove town,90.7
TX,Oakhurst CDP,84.7
TX,Oak Island CDP,54.2
TX,Oak Leaf city,91
TX,Oak Point city,95.7
TX,Oak Ridge town (Cooke County),79.1
TX,Oak Ridge town (Kaufman County),87.8
TX,Oak Ridge North city,98.1
TX,Oak Trail Shores CDP,62.7
TX,Oak Valley town,85.2
TX,Oakwood town,85.4
TX,O'Brien city,59.3
TX,Odem city,67.4
TX,Odessa city,76.4
TX,O'Donnell city,61
TX,Oglesby city,74.2
TX,Oilton CDP,68.6
TX,Old River-Winfree city,84.7
TX,Olivarez CDP,59.8
TX,Olivia Lopez de Gutierrez CDP,-
TX,Olmito CDP,44.7
TX,Olmito and Olmito CDP,8.1
TX,Olmos Park city,97.3
TX,Olney city,79.8
TX,Olton city,66.8
TX,Omaha city,89.7
TX,Onalaska city,74.8
TX,Opdyke West town,94.2
TX,Orange city,87.5
TX,Orange Grove city,78.4
TX,Orason CDP,84.1
TX,Orchard city,68.7
TX,Ore City city,87.5
TX,Overton city,84.6
TX,Ovilla city,94.8
TX,Owl Ranch CDP,0
TX,Oyster Creek city,70
TX,Ozona CDP,65.6
TX,Pablo Pena CDP,-
TX,Paducah town,71.7
TX,Paint Rock town,64.3
TX,Paisano Park CDP,65.4
TX,Palacios city,71
TX,Palestine city,81.7
TX,Palisades village,89
TX,Palmer town,80.2
TX,Palmhurst city,78.2
TX,Palm Valley city,93
TX,Palmview city,51
TX,Palmview South CDP,59.5
TX,Palo Blanco CDP,71
TX,Paloma Creek CDP,95
TX,Paloma Creek South CDP,96.1
TX,Palo Pinto CDP,80.7
TX,Pampa city,79.7
TX,Panhandle town,94.9
TX,Panorama Village city,95.7
TX,Pantego town,91.5
TX,Paradise city,86.9
TX,Paris city,84.1
TX,Parker city,92.5
TX,Pasadena city,71.5
TX,Pattison city,76
TX,Patton Village city,61.7
TX,Pawnee CDP,56.6
TX,Payne Springs town,82.4
TX,Pearland city,93.1
TX,Pearsall city,64
TX,Pecan Acres CDP,92.2
TX,Pecan Gap city,91.1
TX,Pecan Grove CDP,96.9
TX,Pecan Hill city,90.9
TX,Pecan Plantation CDP,90.6
TX,Pecos city,65.2
TX,Pelican Bay city,79.6
TX,Pena CDP,25.3
TX,Penelope town,67.9
TX,Penitas city,52.2
TX,Perezville CDP,64.4
TX,Perrin CDP,83.1
TX,Perryton city,72.6
TX,Petersburg city,66.7
TX,Petrolia city,82.4
TX,Petronila city,75
TX,Pettus CDP,74.1
TX,Pflugerville city,92.9
TX,Pharr city,62
TX,Pilot Point city,72.5
TX,Pine Forest city,88
TX,Pine Harbor CDP,74.2
TX,Pinehurst CDP,79.7
TX,Pinehurst city,87.1
TX,Pine Island town,68.1
TX,Pineland city,86.7
TX,Pinewood Estates CDP,99
TX,Piney Point Village city,99.2
TX,Pittsburg city,72
TX,Placedo CDP,62.6
TX,Plains town,67.1
TX,Plainview city,74.3
TX,Plano city,93.5
TX,Pleak village,75.8
TX,Pleasant Hill CDP,54.7
TX,Pleasanton city,78.1
TX,Pleasant Valley town,83.6
TX,Plum Grove city,73.2
TX,Point city,76.6
TX,Point Blank city,83.8
TX,Point Comfort city,89.2
TX,Point Venture village,97
TX,Ponder town,88.6
TX,Port Aransas city,97.3
TX,Port Arthur city,71.9
TX,Porter Heights CDP,74.7
TX,Port Isabel city,65.8
TX,Portland city,89.9
TX,Port Lavaca city,78.6
TX,Port Mansfield CDP,100
TX,Port Neches city,93.4
TX,Port O'Connor CDP,85.7
TX,Post city,54.2
TX,Post Oak Bend City town,81.5
TX,Poteet city,63.8
TX,Poth town,79.1
TX,Potosi CDP,91.8
TX,Pottsboro town,95.1
TX,Powderly CDP,91
TX,Powell town,64.7
TX,Poynor town,89.1
TX,Prado Verde CDP,82.6
TX,Prairie View city,80.7
TX,Premont city,63.9
TX,Presidio city,39.1
TX,Preston CDP,80.4
TX,Primera town,76.1
TX,Princeton city,85.4
TX,Progreso city,47.3
TX,Progreso Lakes city,77.4
TX,Prosper town,97
TX,Providence Village town,99.4
TX,Pueblo East CDP,-
TX,Pueblo Nuevo CDP,36.9
TX,Putnam town,87.8
TX,Pyote town,70.4
TX,Quail CDP,86.7
TX,Quail Creek CDP,91.1
TX,Quanah city,82.1
TX,Queen City city,84.3
TX,Quemado CDP,18.3
TX,Quesada CDP,-
TX,Quinlan city,72.5
TX,Quintana town,60.5
TX,Quitaque city,65.1
TX,Quitman city,87
TX,Radar Base CDP,38.3
TX,Rafael Pena CDP,-
TX,Ralls city,64.5
TX,Ramireno CDP,100
TX,Ramirez-Perez CDP,100
TX,Ramos CDP,27.9
TX,Ranchette Estates CDP,0
TX,Ranchitos del Norte CDP,-
TX,Ranchitos East CDP,31.3
TX,Ranchitos Las Lomas CDP,28.6
TX,Rancho Alegre CDP,42.9
TX,Rancho Banquete CDP,94.6
TX,Rancho Chico CDP,35.7
TX,Ranchos Penitas West CDP,55.6
TX,Rancho Viejo town,94.3
TX,Rancho Viejo CDP,71
TX,Randolph AFB CDP,98.6
TX,Ranger city,76.7
TX,Rangerville village,36.5
TX,Rankin city,73.2
TX,Ransom Canyon town,97.1
TX,Ratamosa CDP,0
TX,Ravenna city,84.4
TX,Raymondville city,59.9
TX,Realitos CDP,52.5
TX,Redfield CDP,61.7
TX,Redford CDP,77.8
TX,Redland CDP,83
TX,Red Lick city,95.4
TX,Red Oak city,84.2
TX,Redwater city,93.9
TX,Redwood CDP,59.6
TX,Refugio town,77.4
TX,Regino Ramirez CDP,66.7
TX,Reid Hope King CDP,41.4
TX,Reklaw city,80.5
TX,Relampago CDP,31.8
TX,Rendon CDP,89.2
TX,Reno city (Lamar County),88.9
TX,Reno city (Parker and Tarrant Counties),85.8
TX,Retreat town,84.4
TX,Rhome city,88.1
TX,Ricardo CDP,95.7
TX,Rice city,80.5
TX,Richardson city,92.2
TX,Richland town,74.3
TX,Richland Hills city,82.8
TX,Richland Springs town,90.9
TX,Richmond city,64.5
TX,Richwood city,89.2
TX,Riesel city,90.6
TX,Rio Bravo city,43.5
TX,Rio Grande City city,59.8
TX,Rio Hondo city,68.9
TX,Rio Vista city,81.1
TX,Rising Star town,73.7
TX,Rivereno CDP,-
TX,River Oaks city,72.9
TX,Riverside city,78.4
TX,Riviera CDP,61.9
TX,Roanoke city,91
TX,Roaring Springs town,79
TX,Robert Lee city,85.3
TX,Robinson city,91.9
TX,Robstown city,65.6
