Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
VA,Roanoke city,64.2,28.5,0.3,1.8,5.5
VA,Rockwood CDP,69.3,20.9,0.2,4.1,5.5
VA,Rocky Mount town,74.3,19,0.4,1.3,4.8
VA,Rose Hill CDP (Fairfax County),66,11,0.4,9.8,20.9
VA,Rose Hill CDP (Lee County),98.2,0,0.3,0,1.1
VA,Round Hill town,93.3,2.8,0.2,1.1,3.5
VA,Ruckersville CDP,85.5,6.9,0.6,1.1,6.1
VA,Rural Retreat town,97.6,0.8,0.1,0.1,1.1
VA,Rushmere CDP,38,60.1,0.5,0.2,0.4
VA,Rustburg CDP,75.5,19.6,0,1,1.5
VA,St. Charles town,100,0,0,0,0
VA,St. Paul town,94.6,1.4,0.3,0.1,2.9
VA,Salem city,88.2,7.1,0.2,1.6,2.4
VA,Saltville town,98.5,0.4,0.1,0.1,0.5
VA,Saluda CDP,65.3,31.7,0.1,0.3,2.3
VA,Sandston CDP,60.6,32.9,0.9,1.3,4.7
VA,Sandy Level CDP,35.3,62.4,0,0,0.8
VA,Sanford CDP,85.4,9.9,0,0.5,3.8
VA,Savage Town CDP,0,94.9,0,0,7.7
VA,Savageville CDP,21.1,77.7,0,0.6,0
VA,Saxis town,97.5,0.4,0,0,0
VA,Schuyler CDP,92.3,1.7,0.3,0.3,1
VA,Scotland CDP,64.5,33.5,0,0,0.5
VA,Scottsburg town,89.1,10.9,0,0,6.7
VA,Scottsville town,91.3,5.7,0,1.1,1.8
VA,Sedley CDP,86.6,11.7,0.2,0.4,0
VA,Selma CDP,98.3,0.8,0.4,0,0.4
VA,Seven Corners CDP,44.4,7.2,0.9,19.9,44.3
VA,Seven Mile Ford CDP,96.8,2.3,0,0,0.3
VA,Shawneeland CDP,96,1.4,0.1,0.5,2.1
VA,Shawsville CDP,94.7,3.1,0.3,0.1,1.2
VA,Shenandoah town,96.3,1.4,0.3,0.3,1.8
VA,Shenandoah Farms CDP,95,1.7,0.5,0.6,2.2
VA,Shenandoah Retreat CDP,95.8,1.2,1,0.8,1.9
VA,Shenandoah Shores CDP,94.2,2.1,0,0.5,3.7
VA,Sherando CDP,96.2,1.5,0.1,0,0.9
VA,Shipman CDP,73.6,23.9,0,0,3.4
VA,Short Pump CDP,75,5.7,0.1,15.9,3.2
VA,Skyland Estates CDP,92.8,2,0.6,0.7,4.1
VA,Smithfield town,67.2,28.7,0.4,0.9,2.2
VA,Snowville CDP,98.7,0,0.7,0.7,3.4
VA,South Boston town,46.2,50.2,0.2,0.6,2.3
VA,Southern Gateway CDP,57,27.8,0.5,3.4,11.8
VA,Southampton Meadows CDP,8.6,85.6,0.2,0,2
VA,South Hill town,52.1,42.3,0.2,2.1,2.9
VA,South Riding CDP,58.2,6.4,0.2,28.9,7.4
VA,South Run CDP,80.1,5.1,0.2,11.2,4.4
VA,Southside Chesconessex CDP,99.2,0,0,0,0
VA,Sperryville CDP,93.6,5.3,0.3,0.3,4.1
VA,Spotsylvania Courthouse CDP,76.6,14.8,0.3,1.3,5.6
VA,Springfield CDP,48.7,9,0.7,24.3,25.5
VA,Springville CDP,97.3,0.6,0.3,0.1,0.7
VA,Stafford Courthouse CDP,60.9,30.3,0.2,3,9.2
VA,Stanardsville town,77.1,17.7,0,0,4.4
VA,Stanley town,98,0.3,0.3,0.2,1.9
VA,Stanleytown CDP,88.3,3.9,0.2,0.8,6.9
VA,Staunton city,83.7,12.1,0.2,0.8,2.2
VA,Stephens City town,85.1,7.1,0.1,1.8,7.3
VA,Sterling CDP,54.4,8.1,0.5,14.1,33.2
VA,Stone Ridge CDP,55,10.1,0.3,27.7,8.3
VA,Stony Creek town,71.7,26.8,0,0,3
VA,Strasburg town,90.3,5,0.2,0.9,4.2
VA,Stuart town,86.4,8.9,0.5,0.9,3.1
VA,Stuarts Draft CDP,93.7,3.8,0.2,0.5,1.7
VA,Sudley CDP,50.7,15.4,0.9,6.1,37.7
VA,Suffolk city,52.3,42.7,0.3,1.6,2.9
VA,Sugar Grove CDP,95.1,2.1,0.4,0.1,1.1
VA,Sugarland Run CDP,55.5,8.4,0.4,14.8,28.8
VA,Surry town,75,22.1,0.4,0,1.2
VA,Sussex CDP,45.7,52,2,0,3.1
VA,Tangier town,98.2,0.6,0,0.4,0.3
VA,Tappahannock town,46.8,48,0.2,1.9,3.5
VA,Tasley CDP,40,48.7,1.3,0.7,15
VA,Tazewell town,90.2,6.8,0.2,0.7,1.3
VA,Temperanceville CDP,64.2,29.9,0.3,0,6.7
VA,Templeton CDP,62.9,26.9,0.5,0.5,5.3
VA,The Plains town,85.3,9.2,0,0,5.5
VA,Thynedale CDP,4.6,94.9,0,0.5,2.5
VA,Timberlake CDP,85.9,8,0.2,2.5,2.9
VA,Timberville town,93.8,1.1,0.4,0,5.8
VA,Toms Brook town,90.3,2.3,0,0.4,7.4
VA,Triangle CDP,41.3,37.1,0.5,5.4,18.4
VA,Troutdale town,94.9,0,0,0,7.3
VA,Troutville town,94.9,1.2,0.2,0.2,2.6
VA,Tuckahoe CDP,81.9,9.7,0.2,4.1,5.9
VA,Twin Lakes CDP,81.5,9.5,0.2,1.8,6
VA,Tysons Corner CDP,60.9,4.9,0.2,27.5,8.1
VA,Union Hall CDP,94.3,3.2,0.2,0.7,2.3
VA,Union Level CDP,74.5,20.7,0,0,5.3
VA,University Center CDP,57,12.5,0.3,16.8,19.8
VA,University of Virginia CDP,65.9,7.7,0.1,21.2,5.5
VA,Urbanna town,90.5,7.4,0,0.6,0
VA,Vansant CDP,97.2,0.2,0,0.2,0.2
VA,Verona CDP,88.7,8.3,0.4,0.7,2.8
VA,Victoria town,67.6,29.3,0,0.2,2
VA,Vienna town,75.5,3.2,0.3,12.1,12
VA,Villa Heights CDP,67.8,30.1,0,0.1,4.3
VA,Vinton town,90,5.6,0.1,1,2.8
VA,Virgilina town,87,7.1,1.9,0,0.6
VA,Virginia Beach city,67.7,19.6,0.4,6.1,6.6
VA,Wachapreague town,92.7,6.9,0,0,2.2
VA,Wakefield CDP,77.1,2.2,0.2,16.6,7.3
VA,Wakefield town,46.7,50.7,0.3,1.5,0.9
VA,Warfield CDP,23.5,74.8,0,0,0
VA,Warm Springs CDP,82.9,15.4,0,0.8,16.3
VA,Warrenton town,78.1,13.6,0.3,2.3,7.4
VA,Warsaw town,70.4,25.5,0.7,0.7,6.3
VA,Washington town,90.4,5.9,0,1.5,1.5
VA,Wattsville CDP,64.9,28,0.4,1.1,3.6
VA,Waverly town,30.3,64.8,0,0.5,3.9
VA,Waynesboro city,82.2,10.6,0.3,0.7,6.4
VA,Weber City town,97.4,1.1,0.3,0.5,1
VA,West Falls Church CDP,55.3,4.8,0.5,19,33.1
VA,Westlake Corner CDP,96.9,1,0.3,0.7,1
VA,West Point town,79.2,15.4,0.4,1.8,3.6
VA,West Springfield CDP,68.1,7.8,0.3,15.6,13.2
VA,Weyers Cave CDP,91.8,1.9,0,0.6,10.5
VA,White Stone town,85.8,10.2,0.3,2.3,1.4
VA,Whitesville CDP,26.5,63,0,2.3,9.1
VA,Williamsburg city,74,14,0.3,5.7,6.7
VA,Winchester city,74.5,10.9,0.4,2.3,15.4
VA,Windsor town,74,22.2,0.4,0.6,2.7
VA,Wintergreen CDP,92.7,5.5,0,1.8,0
VA,Wise town,96.1,1,0.1,0.9,1.3
VA,Wolf Trap CDP,82,1.6,0.2,12.7,4.1
VA,Woodbridge CDP,57.4,18.5,0.6,9.8,17.4
VA,Woodburn CDP,64,6.4,0.8,19.1,16.2
VA,Woodlake CDP,87.9,6.9,0.2,2.3,3
VA,Woodlawn CDP (Carroll County),97.3,0.6,0.3,0,2.1
VA,Woodlawn CDP (Fairfax County),33.6,33.6,0.8,8.1,36.5
VA,Woodstock town,87.5,3.4,0.2,0.7,12.8
VA,Wyndham CDP,81,3,0.2,14.1,1.8
VA,Wytheville town,89.3,7.4,0.1,0.9,1.4
VA,Yogaville CDP,93.8,1.8,0.4,1.8,3.1
VA,Yorkshire CDP,57.9,9.9,0.5,7.7,39
VA,Yorktown CDP,91.8,6.7,0,0.5,1.5
WA,Aberdeen city,80.4,0.8,3.7,1.9,15.8
WA,Aberdeen Gardens CDP,91,0,1.8,2.2,5
WA,Acme CDP,91.5,0.4,1.2,0,2.8
WA,Addy CDP,83.6,0.4,5.6,0,3
WA,Ahtanum CDP,88.1,0.2,1.3,0.6,14.1
WA,Airway Heights city,78.5,7.2,3.7,3.5,8.3
WA,Albion town,92.4,0.7,0.5,1,3.1
WA,Alder CDP,94.7,0.9,1.8,0.4,3.5
WA,Alderton CDP,87.7,0.7,1.2,2.2,7.2
WA,Alderwood Manor CDP,68.7,4.1,0.8,17.7,6.8
WA,Alger CDP,88.8,0,2.2,1.7,8.4
WA,Algona city,67.1,3.3,1.7,11.7,15.9
WA,Allyn CDP,93.9,0.6,0.4,1.4,2.3
WA,Almira town,95.1,0,0.7,0.7,1.8
WA,Altoona CDP,79.5,0,7.7,0,5.1
WA,Amanda Park CDP,67.9,0,19.8,2,31.3
WA,Amboy CDP,95.8,0.2,1.1,0.8,2.6
WA,Ames Lake CDP,90.5,0.4,0.3,4.4,2.4
WA,Anacortes city,91.5,0.7,1,1.9,5
WA,Anderson Island CDP,95.5,0.5,0.4,0.9,4.1
WA,Arlington city,85.6,1.2,1.4,3.3,9.5
WA,Arlington Heights CDP,93.8,0.3,0.8,1,2.8
WA,Artondale CDP,91.4,0.6,0.7,2.2,4.6
WA,Ashford CDP,90.3,0,0.9,6,0.9
WA,Asotin city,93.5,1,1.5,0.6,2.2
WA,Auburn city,70.5,4.9,2.3,8.9,12.9
WA,Bainbridge Island city,91,0.4,0.5,3.2,3.9
WA,Bangor Base CDP,76.9,7.7,1.2,3.1,13.7
WA,Banks Lake South CDP,96,0,2.3,0,0
WA,Barberton CDP,90.2,1.2,0.8,3,5.5
WA,Baring CDP,91.8,0,1.8,2.7,4.5
WA,Barney's Junction CDP,95.2,0,2.1,0,6.8
WA,Barstow CDP,96.6,0,1.7,0,0
WA,Basin City CDP,52.9,0,0.5,0.4,81.7
WA,Battle Ground city,90.5,0.8,0.8,1.9,6.5
WA,Bay Center CDP,69.9,0,11.6,0.4,8.7
WA,Bay View CDP,96.8,0.3,1,0.6,2.6
WA,Beaux Arts Village town,95.3,0,0,4,1
WA,Belfair CDP,85.2,0.9,3.9,1.6,10.2
WA,Bellevue city,62.6,2.3,0.4,27.6,7
WA,Bell Hill CDP,95.1,0,1.1,1.9,2.7
WA,Bellingham city,84.9,1.3,1.3,5.1,7
WA,Benton City city,78.6,0.4,1.1,0.3,28.5
WA,Bethel CDP,84.6,2.4,1.1,4.4,6
WA,Bickleton CDP,90.9,0,3.4,1.1,3.4
WA,Big Lake CDP,93.2,0.4,0.5,2.1,5.7
WA,Bingen city,72.2,0.3,1.3,0.3,28.1
WA,Birch Bay CDP,88.6,1,1.2,3.2,6.2
WA,Black Diamond city,92,1.2,0.7,1.2,4.6
WA,Blaine city,86.5,1.4,0.9,5.1,5
WA,Blyn CDP,87.1,0,7.9,1,7.9
WA,Bonney Lake city,88.8,1.3,1,2.4,6.1
WA,Bothell city,79.7,1.6,0.6,10.2,8.7
WA,Bothell East CDP,63.1,2.1,0.6,27.8,5.7
WA,Bothell West CDP,77.1,2,0.7,12.7,7.2
WA,Boulevard Park CDP,46.4,15.8,2.1,11.6,26.3
WA,Boyds CDP,76.5,0,20.6,0,11.8
WA,Brady CDP,93.5,0.4,0.7,1.3,5.5
WA,Bremerton city,74,6.7,2,5.5,9.6
WA,Brewster city,50.8,0.3,2.2,0.2,73
WA,Bridgeport city,57.4,0.5,0.6,0.4,76.7
WA,Brier city,84.9,1.1,0.5,7.6,4
WA,Brinnon CDP,93.1,0.1,1.1,1.4,2.1
WA,Browns Point CDP,88.7,1.5,1.2,3,4.1
WA,Brush Prairie CDP,94.8,0.6,0.7,1.1,3.6
WA,Bryant CDP,94.4,0.2,1.8,0.9,2.8
WA,Bryn Mawr-Skyway CDP,29.6,31.4,0.8,27.1,7.7
WA,Buckley city,93,0.6,0.8,0.8,3.1
WA,Bucoda town,91.6,1.2,0.9,0.5,5.7
WA,Buena CDP,45.8,0.9,3.1,0.3,81.3
WA,Bunk Foss CDP,93.2,0.6,0.8,1,3.7
WA,Burbank CDP,89.3,0.8,0.8,0.2,14.7
WA,Burien city,63.5,5.9,1.5,9.9,20.7
WA,Burley CDP,89.8,0.6,0.8,1.1,3.6
WA,Burlington city,72.1,1.2,1.8,3,31.4
WA,Camas city,87.4,1,0.6,6,4.1
WA,Canterwood CDP,87.9,0.9,1,5.4,3.3
WA,Canyon Creek CDP,92.5,0.4,0.8,0.9,4.6
WA,Carbonado town,93.1,0.7,1,1.1,4.8
WA,Carlsborg CDP,92.7,0.3,0.8,2.2,3.4
WA,Carnation city,85.8,0.9,1,3.1,12.7
WA,Carson CDP,90,0.5,2.1,0.5,7
WA,Cascade Valley CDP,82.1,1.9,1.6,0.6,19.4
WA,Cashmere city,77,0.3,1,0.5,28.4
WA,Castle Rock city,91.4,0.1,2.2,0.2,4.9
WA,Cathcart CDP,95.1,0.4,0.3,1.4,3.8
WA,Cathlamet town,94.7,0.2,0.9,1.1,3.4
WA,Cavalero CDP,90.3,1.1,0.8,2.9,5.2
WA,Centerville CDP,90.2,0,5.4,0,1.8
WA,Centralia city,85.1,0.6,1.4,1,16.1
WA,Central Park CDP,89.8,0.2,2.2,1.6,5.8
WA,Chain Lake CDP,93,0.4,0.9,0.9,4.3
WA,Chehalis city,87,1.7,1.3,1.3,11.6
WA,Chelan city,80.1,0.4,1.4,0.9,24.2
WA,Chelan Falls CDP,55.9,0,0.6,0.3,51.4
WA,Cheney city,81.7,4,1.3,4,9.3
WA,Cherry Grove CDP,94,0,1.3,0.5,3.5
WA,Chewelah city,93.1,0.2,1.7,0.5,2.8
WA,Chico CDP,82,3,0.4,8.2,4.9
WA,Chinook CDP,89.9,0,2.4,0.4,4.5
WA,Clallam Bay CDP,73.3,0.3,14.3,1.1,12.4
WA,Clarkston city,92.1,0.7,2.1,0.7,4
WA,Clarkston Heights-Vineland CDP,96.3,0.2,0.8,0.5,2.2
WA,Clayton CDP,93,0.2,1.8,0.2,2.3
WA,Clear Lake CDP (Pierce County),92.2,0.4,0.8,0.8,3.2
WA,Clear Lake CDP (Skagit County),90.3,0.7,0.8,0.3,6.7
WA,Clearview CDP,91.3,0.3,0.6,2.7,5.7
WA,Cle Elum city,92.1,0.4,0.7,1,5.8
WA,Cliffdell CDP,100,0,0,0,1
WA,Clinton CDP,91.6,1,1.2,1.6,3.8
WA,Clover Creek CDP,76.4,5.6,1.1,5.4,7.8
WA,Clyde Hill city,84.3,0.6,0.2,12.1,2.3
WA,Cohassett Beach CDP,89.3,0.4,2.1,0.6,8.9
WA,Colfax city,95.6,0.5,0.4,1.5,2.8
WA,College Place city,85.7,1.6,0.7,1.9,18.5
WA,Colton town,95.5,0,0.2,0.7,3.1
WA,Colville city,92.4,0.1,2.1,0.9,3.8
WA,Conconully town,91,0.5,2.4,0.5,5.7
WA,Concrete town,91.5,0.3,2,0.4,5.5
WA,Connell city,73.4,6.4,1.9,2.7,39.3
WA,Conway CDP,83.5,0,0,1.1,18.7
WA,Copalis Beach CDP,88,0.7,5.3,0.7,2.2
WA,Cosmopolis city,88.5,0.1,1.6,3,6.1
WA,Cottage Lake CDP,89.1,0.7,0.4,5.3,3.6
WA,Coulee City town,91.3,0,2.1,0.2,3.4
WA,Coulee Dam town,55,0.5,35.5,0.7,6.7
WA,Country Homes CDP,90.1,1.6,1.6,2,4.9
WA,Coupeville town,87.2,1.6,0.6,1.9,9
WA,Covington city,76.1,4.2,0.8,8.5,9.3
WA,Cowiche CDP,80.4,0,0.2,0.5,67.8
WA,Creston town,94.5,0,1.7,0.4,0
WA,Crocker CDP,92.7,0.4,1.1,1,4.2
WA,Curlew CDP,96.6,0,0,0,3.4
WA,Curlew Lake CDP,92.4,1.1,1.1,0,4.5
WA,Cusick town,73.4,2.4,19.8,0,3.4
WA,Custer CDP,89.3,0.5,0.3,1.9,8.7
WA,Dallesport CDP,91,0.1,3.2,1.2,5.7
WA,Danville CDP,94.1,0,0,0,0
WA,Darrington town,92.4,0,2.4,0.4,3.2
WA,Dash Point CDP,80.1,1.7,1.3,8.7,3.5
WA,Davenport city,95.3,0.1,1.2,0.1,2.7
WA,Dayton city,91.6,0.4,1.9,0.6,7.1
WA,Deep River CDP,95.1,0,0.5,0,1.5
WA,Deer Park city,92.6,0.4,1.5,0.2,3.8
WA,Deming CDP,93.2,0.8,2,0.8,3.4
WA,Desert Aire CDP,72.8,0.6,0.9,0.1,51.3
WA,Des Moines city,63.5,9.1,1.1,10.7,15.2
WA,Disautel CDP,10.3,0,84.6,0,1.3
WA,Dixie CDP,93.9,0,2,0,6.1
WA,Dollars Corner CDP,92.2,0.2,1.1,1.9,5.8
WA,Donald CDP,61.5,0,7.7,5.5,36.3
WA,Duluth CDP,92.2,0.6,0.8,1.9,5.6
WA,DuPont city,68.7,8.1,0.5,10.2,9.7
WA,Duvall city,89.7,0.4,0.5,2.7,7.7
WA,East Cathlamet CDP,95.5,0.2,1.8,0.2,1.8
WA,Eastgate CDP,65.6,2.3,0.2,24.3,5
WA,East Hill-Meridian CDP,57,7.8,0.6,23.5,9
WA,Eastmont CDP,79.8,2.2,0.6,10.4,6.3
WA,Easton CDP,84.5,0.2,1.5,0,16.1
WA,East Port Orchard CDP,81.6,2,0.9,6,7.6
WA,East Renton Highlands CDP,86.3,1.4,0.7,4.6,6.5
WA,East Wenatchee city,80.1,0.3,1.2,0.9,23.4
WA,Eatonville town,90.1,0.5,1.1,0.9,5.9
WA,Edgewood city,90.4,1,0.9,2.5,4.4
WA,Edison CDP,95.5,2.3,0,0,0
WA,Edmonds city,83.4,2.6,0.7,7.1,5.3
WA,Elbe CDP,96.6,0,0,0,0
WA,Electric City city,86,0.5,5.2,0.4,4
WA,Elk Plain CDP,78.7,4.6,1.2,3.6,6.9
WA,Ellensburg city,85.7,1.5,1,3.2,9.7
WA,Elma city,85.8,1,2.6,2.1,6.6
WA,Elmer City town,47.9,0.8,28.6,2.1,3.4
WA,Endicott town,96.2,0,3.1,0,1.7
WA,Enetai CDP,80.5,4.3,1.2,4.9,4.1
WA,Entiat city,81.5,0.4,0.4,0.2,20.7
WA,Enumclaw city,91.8,0.5,1,0.9,6.6
WA,Ephrata city,84.1,0.8,1.1,1.3,16.7
WA,Erlands Point-Kitsap Lake CDP,82.7,2.9,2,3.5,7.7
WA,Eschbach CDP,82.4,0,0,0.7,22.7
WA,Esperance CDP,78.4,2.8,1,11.4,5.1
WA,Everett city,74.6,4.1,1.4,7.8,14.2
WA,Everson city,75.3,0.3,2.5,0.7,28.9
WA,Fairchild AFB CDP,80.5,5.2,0.9,3.2,10.8
WA,Fairfield town,96.1,0.3,1.1,0.2,1.5
WA,Fairwood CDP (King County),65.3,7.4,0.5,17.6,6.5
WA,Fairwood CDP (Spokane County),91.3,1,1.4,2,3.2
WA,Fall City CDP,91.9,0.2,1,1,5.7
WA,Farmington town,97.3,0,2.7,0,2.1
WA,Federal Way city,57.5,9.7,0.9,14.2,16.2
WA,Felida CDP,89.9,1.2,0.6,3.9,3.8
WA,Ferndale city,83.1,1,2.6,3.6,12
WA,Fern Prairie CDP,95.3,0.1,1,1.1,3.1
WA,Fife city,55.2,8.2,3,15.5,17.4
WA,Fife Heights CDP,79,3.9,2.3,6.7,6.2
WA,Finley CDP,83.1,0.3,1.5,0.6,20.5
WA,Fircrest city,78.9,7,0.7,5.1,4.6
WA,Five Corners CDP,84,1.9,0.8,5,7.8
WA,Fobes Hill CDP,95,0.2,0.7,1,2.3
WA,Fords Prairie CDP,90.4,0.5,1.2,1.9,6.5
WA,Forks city,67.7,0.5,6.6,1.2,25.9
WA,Fort Lewis CDP,68.2,11.3,1.5,3,16.3
WA,Four Lakes CDP,92.4,0.2,1.2,1.2,2.1
WA,Fox Island CDP,93.4,0.7,0.8,1.3,3.2
WA,Frederickson CDP,72.8,7.3,1.1,5.6,8.9
WA,Freeland CDP,92.3,0.9,0.8,1.7,2.9
WA,Friday Harbor town,83.1,0.3,0.5,2,15.9
WA,Garfield town,97.3,0.2,0.2,0,2.3
WA,Garrett CDP,91.1,1.1,0.5,0.8,10.2
WA,Geneva CDP,92.7,0.9,0.8,1.9,4.2
WA,George city,38.1,0,1.4,0,75
WA,Gig Harbor city,90.2,1.2,0.6,2.4,5.8
WA,Glacier CDP,96.2,0,0,0,2.4
WA,Gleed CDP,90.3,0.3,0.5,0.6,12.1
WA,Gold Bar city,85.1,0.6,0.7,1,10.1
WA,Goldendale city,88.3,0.4,4.1,0.5,8.4
WA,Gorst CDP,83.8,0.2,1.7,2.5,8.1
WA,Graham CDP,82.6,4,1.2,2.8,6.3
WA,Grand Coulee city,76.5,1.1,14.2,0.8,8.9
WA,Grand Mound CDP,81.8,0.7,2.1,1.1,16.1
WA,Grandview city,55.2,0.9,0.6,0.5,79.7
WA,Granger city,48.6,0.4,1.7,0.5,88.2
WA,Granite Falls city,87.6,0.7,1.2,1.5,7.5
WA,Grapeview CDP,93.4,0.2,0.1,1.6,2.2
WA,Grayland CDP,91.4,0.3,2.9,1.2,4.2
WA,Grays River CDP,94.3,0.4,0.4,1.1,2.7
WA,Green Bluff CDP,96.2,0,0.8,0.7,4.1
WA,Greenwater CDP,97,0,0,3,0
WA,Hamilton town,90.4,0,2,0,4.3
WA,Hansville CDP,92.8,0.5,1.7,1.4,2.3
WA,Harrah town,24.6,0.5,21.3,0.2,55.4
WA,Harrington city,92.7,0.9,3.5,0,2.8
WA,Hartline town,90.7,0.7,0,1.3,11.9
WA,Hat Island CDP,97.6,0,2.4,0,0
WA,Hatton town,51.5,0,5,0,49.5
WA,Hazel Dell CDP,82,2.7,0.8,3.7,11
WA,Herron Island CDP,94,0,1.3,2,2
WA,High Bridge CDP,92.1,0.7,0.5,1.8,5
WA,Hobart CDP,91.7,1.2,0.6,2.1,3.7
WA,Hockinson CDP,94.7,0.4,0.7,1.2,3.5
WA,Hogans Corner CDP,88.2,0,4.7,0,3.5
WA,Home CDP,91.4,0.3,1.3,0.9,3.1
WA,Hoodsport CDP,89.9,0,2.7,0.8,3.2
WA,Hoquiam city,85.5,0.8,3.9,1.1,9.5
WA,Humptulips CDP,63.9,0,1.6,0,32.9
WA,Hunts Point town,80.2,1.3,0.5,10.9,0.5
WA,Ilwaco city,89.9,0.3,2.1,0.5,5.7
WA,Inchelium CDP,14.2,0,78.5,0,5.1
WA,Index town,95.5,0,0,1.7,4.5
WA,Indianola CDP,87.1,0.7,4.1,1.3,4
WA,Inglewood-Finn Hill CDP,82.1,1.7,0.5,8.8,6.4
WA,Ione town,98,0,0.4,0.2,4.3
WA,Issaquah city,74.7,1.4,0.4,17.5,5.8
WA,Jamestown CDP,82.3,0.6,11.4,0.8,3.9
WA,Junction City CDP,33.3,22.2,0,5.6,33.3
WA,Kahlotus city,90.7,0.5,0.5,2.6,8.3
WA,Kalama city,91.3,0.6,1.3,1.2,4.9
WA,Kapowsin CDP,90.7,0.3,1.5,1.5,5.4
WA,Keller CDP,9.4,0,78.2,0.4,5.1
WA,Kelso city,85.2,0.8,2.1,1.6,11.3
WA,Kendall CDP,94.2,0,1,0,6.3
WA,Kenmore city,79.9,1.6,0.5,10.5,7
WA,Kennewick city,78.5,1.7,0.8,2.4,24.2
WA,Kent city,55.5,11.3,1,15.2,16.6
WA,Ketron Island CDP,88.2,5.9,0,0,5.9
WA,Kettle Falls city,90.9,0.1,2,0.4,1.7
WA,Key Center CDP,90.7,0.6,1,1.6,4.5
WA,Keyport CDP,92.8,1.3,0.4,1.4,3.2
WA,Kingsgate CDP,73.1,1.8,0.4,16.2,9.4
WA,Kingston CDP,89.6,0.5,2.1,1.8,7.1
WA,Kirkland city,79.3,1.8,0.4,11.3,6.3
WA,Kittitas city,86.7,0.6,0.9,0.3,13.1
WA,Klahanie CDP,68.9,1.3,0.2,23.9,5.2
WA,Klickitat CDP,91.7,0.6,3.6,0,3
WA,Krupp town,100,0,0,0,2.1
WA,La Center city,91.3,1,0.8,1.9,4.6
WA,Lacey city,74.2,5.4,1.2,8,9.2
WA,La Conner town,87.1,0.7,5.1,1,6.2
WA,LaCrosse town,95.8,0.3,0.6,0.3,0.3
WA,La Grande CDP,89.9,0.9,0,2.8,4.6
WA,Lake Bosworth CDP,94.8,0.4,1.3,0.7,3.6
WA,Lake Cassidy CDP,91,0.2,1.2,2.3,4.8
WA,Lake Cavanaugh CDP,98.8,0,0.6,0,0.6
WA,Lake Forest Park city,83,1.8,0.6,8.8,3.6
WA,Lake Holm CDP,89.8,0.9,0.8,3.2,3.6
WA,Lake Ketchum CDP,92.9,0.4,1.1,1.5,1.8
WA,Lakeland North CDP,68.3,5.7,0.8,12.9,11.1
WA,Lakeland South CDP,76.7,4.2,1,9.4,6.9
WA,Lake McMurray CDP,87.5,0,0,4.7,10.9
WA,Lake Marcel-Stillwater CDP,93.8,0.2,0.8,0.9,6
WA,Lake Morton-Berrydale CDP,87.9,1.6,0.9,3,5.6
WA,Lake Roesiger CDP,97.2,0.6,0.2,0.2,2.6
WA,Lake Shore CDP,90.5,0.8,0.7,2.8,4.5
WA,Lake Stevens city,85.1,1.7,0.9,3.6,8.6
WA,Lake Stickney CDP,59,5.4,1.1,23.5,13.3
WA,Lake Tapps CDP,92,0.7,0.6,2.1,4.5
WA,Lakeview CDP,89.9,0.4,0.7,0.2,13.8
WA,Lakewood city,59.3,11.8,1.3,9,15.3
WA,Lamont town,90,1.4,0,1.4,1.4
WA,Langley city,94.1,0.1,0.6,1.6,3.2
WA,Larch Way CDP,57.3,2.7,0.4,33.4,4.1
WA,Latah town,88.5,0,2.7,0.5,6
WA,Laurier CDP,0,0,0,0,0
WA,Leavenworth city,92.9,0.4,0.5,0.6,10.8
WA,Lebam CDP,90.6,0,5,0,6.9
WA,Lewisville CDP,95.2,0.1,0.6,0.3,2.7
WA,Liberty Lake city,91.3,0.7,0.5,3.5,3
WA,Lind town,87.9,1.6,0,1.4,11.2
WA,Lochsloy CDP,93.4,0.2,0.7,1.3,3.4
WA,Lofall CDP,92.2,1.2,0.6,1.2,4.1
WA,Long Beach city,91.5,0.1,0.8,1.3,7.7
WA,Longbranch CDP,90.3,1,1.7,1.6,3.8
WA,Longview city,86,0.9,1.7,2.2,9.7
WA,Longview Heights CDP,91.7,0.2,1.4,1.9,4.3
WA,Loomis CDP,81.1,0,1.3,0,25.8
WA,Loon Lake CDP,94,0.4,2.2,0.1,1.8
WA,Lower Elochoman CDP,96.2,0,1.1,0.5,1.1
WA,Lyle CDP,93.4,0,1.8,0.6,3.4
WA,Lyman town,95.4,0,1.4,0.2,3.4
WA,Lynden city,89.7,0.7,0.9,2.5,8.7
WA,Lynnwood city,63.8,5.5,1.1,17.3,13.3
WA,Mabton city,46.9,0.7,0.2,0.2,91.9
WA,McChord AFB CDP,70.4,9.1,1.3,3.1,13.5
WA,McCleary city,93.5,0.8,1,0.7,2.4
WA,Machias CDP,92.4,0.2,1.1,2.5,3
WA,McKenna CDP,90.1,2,0.4,0.8,4.9
WA,McMillin CDP,89.7,0.7,1,2.3,4.8
WA,Malden town,92.1,0,2,0,3.9
WA,Malo CDP,78.6,0,0,0,10.7
WA,Malone CDP,92,0,2.3,0.2,2.5
WA,Malott CDP,81.3,0,5.1,0.2,18.1
WA,Maltby CDP,91.6,0.4,0.6,3.6,3.5
WA,Manchester CDP,87.4,1.7,1,2.8,5.4
WA,Mansfield town,97.5,0,0.6,0.3,4.7
WA,Manson CDP,76.3,0.1,0.9,0.8,35
WA,Maple Falls CDP,94.1,0.3,0,0,4.3
