Geographic Area,City,Median Income
OR,Port Orford city,30296
OR,Powers city,25156
OR,Prairie City city,30625
OR,Prescott city,125313
OR,Prineville city,30291
OR,Pronghorn CDP,(X)
OR,Prospect CDP,31042
OR,Rainier city,49205
OR,Raleigh Hills CDP,70196
OR,Redmond city,40154
OR,Redwood CDP,39120
OR,Reedsport city,31935
OR,Richland city,28750
OR,Rickreall CDP,-
OR,Riddle city,40208
OR,Rivergrove city,105417
OR,Riverside CDP,68958
OR,Rockaway Beach city,37227
OR,Rockcreek CDP,76331
OR,Rogue River city,26753
OR,Roseburg city,39670
OR,Roseburg North CDP,34147
OR,Rose Lodge CDP,41840
OR,Rowena CDP,(X)
OR,Ruch CDP,65817
OR,Rufus city,27813
OR,St. Helens city,45225
OR,St. Paul city,70625
OR,Salem city,47191
OR,Sandy city,60908
OR,Scappoose city,61444
OR,Scio city,49531
OR,Scotts Mills city,66389
OR,Seaside city,37887
OR,Selma CDP,34321
OR,Seneca city,33125
OR,Seventh Mountain CDP,81250
OR,Shady Cove city,31058
OR,Shaniko city,-
OR,Shedd CDP,-
OR,Sheridan city,37166
OR,Sherwood city,80107
OR,Siletz city,37083
OR,Silver Lake CDP,54643
OR,Silverton city,57483
OR,Sisters city,50324
OR,Sodaville city,50938
OR,South Lebanon CDP,44741
OR,Spray town,33500
OR,Springfield city,39729
OR,Stafford CDP,127396
OR,Stanfield city,51016
OR,Stayton city,43636
OR,Sublimity city,51343
OR,Summerville town,38750
OR,Summit CDP,(X)
OR,Sumpter city,19750
OR,Sunriver CDP,48506
OR,Sutherlin city,33859
OR,Sweet Home city,35076
OR,Takilma CDP,(X)
OR,Talent city,36528
OR,Tangent city,44643
OR,Terrebonne CDP,57463
OR,Tetherow CDP,(X)
OR,The Dalles city,41311
OR,Three Rivers CDP,43114
OR,Tigard city,62048
OR,Tillamook city,29889
OR,Toledo city,47188
OR,Trail CDP,(X)
OR,Tri-City CDP,39160
OR,Troutdale city,60340
OR,Tualatin city,66384
OR,Tumalo CDP,125625
OR,Turner city,57850
OR,Tutuilla CDP,58750
OR,Tygh Valley CDP,52206
OR,Ukiah city,29250
OR,Umapine CDP,34331
OR,Umatilla city,43991
OR,Union city,41908
OR,Unity city,41250
OR,Vale city,34950
OR,Veneta city,41558
OR,Vernonia city,50268
OR,Waldport city,42955
OR,Wallowa city,24688
OR,Wallowa Lake CDP,-
OR,Wamic CDP,68000
OR,Warm Springs CDP,44612
OR,Warren CDP,65625
OR,Warrenton city,42606
OR,Wasco city,32813
OR,Waterloo town,64722
OR,Westfir city,42500
OR,West Haven-Sylvan CDP,86299
OR,West Linn city,85464
OR,Weston city,51307
OR,Westport CDP,40865
OR,West Scio CDP,(X)
OR,West Slope CDP,69799
OR,Wheeler city,34896
OR,White City CDP,48144
OR,Willamina city,40577
OR,Williams CDP,34181
OR,Wilsonville city,60672
OR,Wimer CDP,34792
OR,Winchester Bay CDP,56198
OR,Winston city,32610
OR,Woodburn city,43093
OR,Wood Village city,37140
OR,Yachats city,43352
OR,Yamhill city,70208
OR,Yoncalla city,34375
PA,Aaronsburg CDP (Centre County),52708
PA,Aaronsburg CDP (Washington County),60268
PA,Abbottstown borough,56641
PA,Ackermanville CDP,90775
PA,Adamsburg borough,49583
PA,Adamstown borough,65862
PA,Adamsville CDP,29375
PA,Addison borough,44375
PA,Akron borough,54799
PA,Alba borough,31875
PA,Albion borough,46818
PA,Albrightsville CDP,(X)
PA,Alburtis borough,73182
PA,Aldan borough,62212
PA,Alexandria borough,51932
PA,Alfarata CDP,(X)
PA,Aliquippa city,30851
PA,Alleghenyville CDP,83795
PA,Allenport CDP,30446
PA,Allenport borough,56125
PA,Allensville CDP,40625
PA,Allentown city,36930
PA,Allenwood CDP,48654
PA,Allison CDP,35943
PA,Allison Park CDP,76588
PA,Allport CDP,(X)
PA,Almedia CDP,45750
PA,Alsace Manor CDP,43720
PA,Altamont CDP,52841
PA,Altoona city,36215
PA,Ambler borough,57108
PA,Ambridge borough,32169
PA,Amity Gardens CDP,66736
PA,Ancient Oaks CDP,84219
PA,Annville CDP,47043
PA,Apollo borough,38250
PA,Applewold borough,44167
PA,Arcadia University CDP,-
PA,Archbald borough,50133
PA,Ardmore CDP,76301
PA,Arendtsville borough,51700
PA,Aristes CDP,56250
PA,Arlington Heights CDP,60179
PA,Armagh borough,75833
PA,Arnold city,28160
PA,Arnold City CDP,18309
PA,Arnot CDP,53125
PA,Arona borough,42143
PA,Ashland borough,34132
PA,Ashley borough,40347
PA,Ashville borough,37500
PA,Aspers CDP,70947
PA,Aspinwall borough,64125
PA,Atglen borough,59167
PA,Athens borough,35833
PA,Atkinson Mills CDP,81500
PA,Atlantic CDP,35625
PA,Atlas CDP,47206
PA,Atlasburg CDP,41534
PA,Atwood borough,51500
PA,Auburn borough,45000
PA,Audubon CDP,86944
PA,Austin borough,45833
PA,Avalon borough,38464
PA,Avella CDP,63333
PA,Avis borough,50208
PA,Avoca borough,51500
PA,Avon CDP,53510
PA,Avondale borough,68516
PA,Avonia CDP,72692
PA,Avonmore borough,40956
PA,Baden borough,37140
PA,Baidland CDP,71288
PA,Baileyville CDP,46027
PA,Bainbridge CDP,71154
PA,Bairdford CDP,77835
PA,Bakerstown CDP,85950
PA,Baldwin borough,53660
PA,Bally borough,57193
PA,Bangor borough,42112
PA,Barkeyville borough,61042
PA,Barrville CDP,(X)
PA,Bath borough,40147
PA,Baumstown CDP,(X)
PA,Beallsville borough,56528
PA,Bear Creek Village borough,90250
PA,Bear Lake borough,33000
PA,Bear Rocks CDP,67865
PA,Beaver borough,47021
PA,Beaverdale CDP,43450
PA,Beaver Falls city,29031
PA,Beaver Meadows borough,37179
PA,Beaver Springs CDP,34167
PA,Beavertown borough,48646
PA,Bechtelsville borough,63333
PA,Bedford borough,41990
PA,Beech Creek borough,49239
PA,Beech Mountain Lakes CDP,81417
PA,Belfast CDP,66938
PA,Bell Acres borough,84479
PA,Bellefonte borough,42364
PA,Belle Vernon borough,26219
PA,Belleville CDP,38656
PA,Bellevue borough,39877
PA,Bellwood borough,47031
PA,Belmont CDP,47976
PA,Ben Avon borough,86875
PA,Ben Avon Heights borough,151250
PA,Bendersville borough,57292
PA,Benson borough,36250
PA,Bentleyville borough,39224
PA,Benton borough,34792
PA,Berlin borough,38452
PA,Bernville borough,48750
PA,Berrysburg borough,51827
PA,Berwick borough,35445
PA,Berwyn CDP,85093
PA,Bessemer borough,44107
PA,Bethany borough,50000
PA,Bethel CDP,61204
PA,Bethel Park municipality,70264
PA,Bethlehem city,47291
PA,Beurys Lake CDP,60536
PA,Big Bass Lake CDP,56667
PA,Big Beaver borough,60625
PA,Bigler CDP,48063
PA,Biglerville borough,46923
PA,Big Run borough,41917
PA,Birchwood Lakes CDP,49722
PA,Bird-in-Hand CDP,45769
PA,Birdsboro borough,61078
PA,Birmingham borough,56250
PA,Black Lick CDP,25000
PA,Blain borough,50313
PA,Blairsville borough,41089
PA,Blakely borough,39844
PA,Blanchard CDP,34688
PA,Blandburg CDP,36607
PA,Blandon CDP,76316
PA,Blawnox borough,35833
PA,Bloomfield borough,50093
PA,Blooming Valley borough,52679
PA,Bloomsburg town,28071
PA,Blossburg borough,44545
PA,Blue Ball CDP,70313
PA,Blue Bell CDP,120602
PA,Blue Ridge Summit CDP,43487
PA,Boalsburg CDP,77275
PA,Bobtown CDP,38125
PA,Boiling Springs CDP,75208
PA,Bolivar borough,45938
PA,Bonneauville borough,55167
PA,Boothwyn CDP,53510
PA,Boston CDP,(X)
PA,Boswell borough,28304
PA,Bowers CDP,73182
PA,Bowmanstown borough,49412
PA,Bowmansville CDP,71667
PA,Boyertown borough,39345
PA,Brackenridge borough,42560
PA,Braddock borough,23591
PA,Braddock Hills borough,30871
PA,Bradenville CDP,42471
PA,Bradford city,31857
PA,Bradford Woods borough,102308
PA,Branchdale CDP,42222
PA,Brandonville CDP,53333
PA,Brave CDP,45893
PA,Breinigsville CDP,86084
PA,Brentwood borough,51685
PA,Bressler CDP,55917
PA,Briar Creek borough,21181
PA,Brickerville CDP,80139
PA,Bridgeport borough,52607
PA,Bridgeville borough,44893
PA,Bridgewater borough,51083
PA,Brisbin borough,42917
PA,Bristol borough,41701
PA,Brittany Farms-The Highlands CDP,85917
PA,Broad Top City borough,55313
PA,Brockway borough,40438
PA,Brodheadsville CDP,53406
PA,Brookhaven borough,65130
PA,Brookville borough,40162
PA,Broomall CDP,76010
PA,Brownstown borough,44583
PA,Brownstown CDP,59398
PA,Brownsville borough,25819
PA,Browntown CDP,54330
PA,Bruin borough,43654
PA,Bryn Athyn borough,97500
PA,Bryn Mawr CDP,61932
PA,Buckhorn CDP,47750
PA,Buck Run CDP,30000
PA,Buffington CDP,(X)
PA,Bulger CDP,51250
PA,Burgettstown borough,42738
PA,Burlington borough,53571
PA,Burnham borough,43852
PA,Burnside borough,38958
PA,Butler city,29482
PA,Byrnedale CDP,46250
PA,Cairnbrook CDP,43750
PA,California borough,36806
PA,Callensburg borough,33036
PA,Callery borough,62250
PA,Callimont borough,76250
PA,Caln CDP,54934
PA,Calumet CDP,49297
PA,Cambridge Springs borough,45694
PA,Campbelltown CDP,65197
PA,Camp Hill borough,67888
PA,Canadohta Lake CDP,35500
PA,Canonsburg borough,46547
PA,Canton borough,35357
PA,Carbondale city,32443
PA,Carlisle borough,47672
PA,Carmichaels borough,36250
PA,Carnegie borough,40838
PA,Carnot-Moon CDP,57639
PA,Carrolltown borough,47614
PA,Carroll Valley borough,85417
PA,Cashtown CDP,54000
PA,Cassandra borough,33750
PA,Casselman borough,43750
PA,Cassville borough,39583
PA,Castanea CDP,40536
PA,Castle Shannon borough,47436
PA,Catasauqua borough,50243
PA,Catawissa borough,32333
PA,Cecil-Bishop CDP,80606
PA,Cedar Crest CDP,31875
PA,Cementon CDP,57839
PA,Centerport borough,43375
PA,Centerville borough (Crawford County),28125
PA,Centerville borough (Washington County),49679
PA,Central City borough,41875
PA,Centralia borough,(X)
PA,Centre Hall borough,58594
PA,Cetronia CDP,57031
PA,Chalfant borough,49922
PA,Chalfont borough,84706
PA,Chalkhill CDP,(X)
PA,Chambersburg borough,41751
PA,Chapman borough,53750
PA,Charleroi borough,28309
PA,Chase CDP,78929
PA,Cherry Tree borough,35865
PA,Cherry Valley borough,43750
PA,Cherryville CDP,69523
PA,Chester city,27365
PA,Chesterbrook CDP,108072
PA,Chester Heights borough,78785
PA,Chester Hill borough,40000
PA,Chest Springs borough,47500
PA,Cheswick borough,54573
PA,Chevy Chase Heights CDP,36165
PA,Chewton CDP,52981
PA,Cheyney University CDP,-
PA,Chicora borough,44318
PA,Chinchilla CDP,50441
PA,Christiana borough,52321
PA,Church Hill CDP,55046
PA,Churchill borough,86616
PA,Churchtown CDP,70000
PA,Churchville CDP,122382
PA,Clairton city,30207
PA,Clarence CDP,49219
PA,Clarendon borough,33542
PA,Clarion borough,33922
PA,Clark borough,64318
PA,Clarks Green borough,74554
PA,Clarks Summit borough,63125
PA,Clarksville borough,58125
PA,Clay CDP,49191
PA,Claysburg CDP,41250
PA,Claysville borough,45000
PA,Clearfield borough,37070
PA,Cleona borough,58017
PA,Clifton Heights borough,42129
PA,Clinton CDP,57174
PA,Clintonville borough,45865
PA,Clymer borough,34100
PA,Coal Center borough,40000
PA,Coaldale borough (Bedford County),40000
PA,Coaldale borough (Schuylkill County),31398
PA,Coalmont borough,40000
PA,Coalport borough,27917
PA,Coatesville city,34716
PA,Coburn CDP,68250
PA,Cochranton borough,53242
PA,Cochranville CDP,65208
PA,Cokeburg borough,33500
PA,Collegeville borough,91875
PA,Collingdale borough,46933
PA,Collinsburg CDP,43482
PA,Colonial Park CDP,50669
PA,Colony Park CDP,97750
PA,Columbia borough,41799
PA,Columbus CDP,52768
PA,Colver CDP,(X)
PA,Colwyn borough,42414
PA,Commodore CDP,35521
PA,Conashaugh Lakes CDP,69886
PA,Conestoga CDP,70139
PA,Confluence borough,26346
PA,Conneaut Lake borough,47188
PA,Conneaut Lakeshore CDP,44625
PA,Conneautville borough,44044
PA,Connellsville city,29560
PA,Connoquenessing borough,56875
PA,Conshohocken borough,73261
PA,Conway borough,48447
PA,Conyngham borough,63500
PA,Coopersburg borough,54648
PA,Cooperstown borough,50769
PA,Coplay borough,43750
PA,Coral CDP,51122
PA,Coraopolis borough,34483
PA,Cornwall borough,74044
PA,Cornwells Heights CDP,60577
PA,Corry city,37454
PA,Corsica borough,36500
PA,Coudersport borough,38472
PA,Courtdale borough,51136
PA,Crabtree CDP,37917
PA,Crafton borough,52674
PA,Cranesville borough,58214
PA,Creekside borough,36500
PA,Crenshaw CDP,39420
PA,Cresson borough,38438
PA,Cressona borough,55169
PA,Cross Creek CDP,39375
PA,Cross Roads borough,67500
PA,Crown CDP,(X)
PA,Croydon CDP,54355
PA,Crucible CDP,42021
PA,Cumbola CDP,42153
PA,Curtisville CDP,40491
PA,Curwensville borough,35689
PA,Daisytown borough,51750
PA,Dale borough,28783
PA,Dallas borough,76103
PA,Dallastown borough,44400
PA,Dalmatia CDP,41083
PA,Dalton borough,76014
PA,Danville borough,36735
PA,Darby borough,33750
PA,Darlington borough,38750
PA,Dauberville CDP,73182
PA,Dauphin borough,64583
PA,Davidsville CDP,51694
PA,Dawson borough,38750
PA,Dayton borough,41071
PA,Deemston borough,52500
PA,Deer Lake CDP,59447
PA,Deer Lake borough,71875
PA,Defiance CDP,57188
PA,Delano CDP,46375
PA,Delaware Water Gap borough,45313
PA,Delmont borough,66293
PA,Delta borough,45833
PA,Denver borough,62614
PA,Derry borough,42550
PA,DeSales University CDP,-
PA,Devon CDP,176042
PA,Dewart CDP,64111
PA,Dickson City borough,42887
PA,Dicksonville CDP,32125
PA,Dillsburg borough,46322
PA,Donaldson CDP,43438
PA,Donegal borough,31250
PA,Donora borough,34750
PA,Dormont borough,55975
PA,Dorneyville CDP,88056
PA,Douglassville CDP,40000
PA,Dover borough,51422
PA,Downingtown borough,58423
PA,Doylestown borough,70299
PA,Dravosburg borough,42594
PA,Drexel Hill CDP,63642
PA,Driftwood borough,33750
PA,Dry Tavern CDP,55625
PA,Dryville CDP,81417
PA,Dublin borough,54688
PA,DuBois city,38714
PA,Duboistown borough,48229
PA,Dudley borough,42917
PA,Dunbar borough,33711
PA,Duncannon borough,48750
PA,Duncansville borough,43750
PA,Dunlevy borough,39792
PA,Dunlo CDP,(X)
PA,Dunmore borough,49275
PA,Dunnstown CDP,61042
PA,Dupont borough,48191
PA,Duquesne city,19776
PA,Duryea borough,47625
PA,Dushore borough,32727
PA,Eagle Lake CDP,-
PA,Eagles Mere borough,82250
PA,Eagleview CDP,110128
PA,Eagleville CDP (Centre County),57679
PA,Eagleville CDP (Montgomery County),71618
PA,Earlston CDP,50192
PA,East Bangor borough,56023
PA,East Berlin borough,56827
PA,East Berwick CDP,47500
PA,East Brady borough,37273
PA,East Butler borough,44000
PA,East Conemaugh borough,33068
PA,East Earl CDP,90050
PA,East Freedom CDP,34438
PA,East Greenville borough,64750
PA,East Lansdowne borough,65032
PA,Eastlawn Gardens CDP,94271
PA,East McKeesport borough,38977
PA,Easton city,40575
PA,East Petersburg borough,73938
PA,East Pittsburgh borough,23824
PA,East Prospect borough,52813
PA,East Rochester borough,42222
PA,East Salem CDP,45855
PA,East Side borough,32321
PA,East Stroudsburg borough,40833
PA,East Uniontown CDP,35491
PA,Eastvale borough,37500
PA,East Vandergrift borough,40163
PA,East Washington borough,65625
PA,East Waterford CDP,26719
PA,East York CDP,59354
PA,Eau Claire borough,43333
PA,Ebensburg borough,41250
PA,Economy borough,75931
PA,Eddington CDP,62250
PA,Eddystone borough,47756
PA,Edenborn CDP,(X)
PA,Edenburg CDP,77000
PA,Edgewood borough,66964
PA,Edgewood CDP,29609
PA,Edgeworth borough,155170
PA,Edie CDP,96250
PA,Edinboro borough,34074
PA,Edwardsville borough,35693
PA,Effort CDP,83160
PA,Egypt CDP,76464
PA,Ehrenfeld borough,34844
PA,Eighty Four CDP,44688
PA,Elco borough,32500
PA,Elderton borough,41250
PA,Eldred borough,39868
PA,Elgin borough,57500
PA,Elim CDP,62467
PA,Elizabeth borough,37356
PA,Elizabethtown borough,51986
PA,Elizabethville borough,36250
PA,Elkland borough,38000
PA,Ellport borough,43676
PA,Ellsworth borough,47188
PA,Ellwood City borough,40497
PA,Elrama CDP,(X)
PA,Elverson borough,55833
PA,Elysburg CDP,60881
PA,Emerald Lakes CDP,57357
PA,Emigsville CDP,49622
PA,Emlenton borough,43056
PA,Emmaus borough,54029
PA,Emporium borough,34886
PA,Emsworth borough,52200
PA,Englewood CDP,39115
PA,Enhaut CDP,42885
PA,Enlow CDP,37262
PA,Enola CDP,48986
PA,Enon Valley borough,38625
PA,Ephrata borough,51300
PA,Erie city,34253
PA,Ernest borough,51786
PA,Espy CDP,52853
PA,Etna borough,45493
PA,Evansburg CDP,116731
PA,Evans City borough,47000
PA,Everett borough,26915
PA,Everson borough,34167
PA,Exeter borough,38862
PA,Export borough,40132
PA,Exton CDP,76051
PA,Eyers Grove CDP,(X)
PA,Factoryville borough,55078
PA,Fairchance borough,39327
PA,Fairdale CDP,35458
PA,Fairfield borough,51875
PA,Fairhope CDP,67266
PA,Fairless Hills CDP,61739
PA,Fairview borough,53125
PA,Fairview CDP,64231
PA,Fairview-Ferndale CDP,39688
PA,Falls Creek borough,42112
PA,Fallston borough,39792
PA,Falmouth CDP,48036
PA,Farmersville CDP,37692
PA,Farmington CDP,43871
PA,Farrell city,29806
PA,Fawn Grove borough,62000
PA,Fawn Lake Forest CDP,62125
PA,Faxon CDP,43776
PA,Fayette City borough,33000
PA,Fayetteville CDP,45333
PA,Feasterville CDP,54665
PA,Fellsburg CDP,60938
PA,Felton borough,58438
PA,Ferndale borough,41758
PA,Fernville CDP,62500
PA,Finleyville borough,35069
PA,Fivepointville CDP,59864
PA,Fleetwood borough,63375
PA,Flemington borough,43365
PA,Flora Dale CDP,-
PA,Flourtown CDP,96613
PA,Flying Hills CDP,55461
PA,Folcroft borough,52246
PA,Folsom CDP,79702
PA,Foot of Ten CDP,58194
PA,Force CDP,45455
PA,Ford City borough,36071
PA,Ford Cliff borough,48125
PA,Forest City borough,38625
PA,Forest Hills borough,64861
PA,Forestville CDP,44375
PA,Forksville borough,27500
PA,Fort Indiantown Gap CDP,-
PA,Fort Loudon CDP,34167
PA,Fort Washington CDP,114667
PA,Forty Fort borough,61351
PA,Foster Brook CDP,48264
PA,Foundryville CDP,(X)
PA,Fountain Hill borough,42040
PA,Fountain Springs CDP,36140
PA,Foxburg borough,38750
PA,Fox Chapel borough,154722
PA,Fox Chase CDP,100313
PA,Frackville borough,39355
PA,Frankfort Springs borough,58750
PA,Franklin borough,33409
PA,Franklin city,35602
PA,Franklin Park borough,115278
PA,Franklintown borough,54904
PA,Fredericksburg CDP (Crawford County),36914
PA,Fredericksburg CDP (Lebanon County),57717
PA,Fredericktown CDP,57625
PA,Fredonia borough,42917
PA,Freeburg borough,53750
PA,Freedom borough,37574
PA,Freeland borough,40598
PA,Freemansburg borough,59205
PA,Freeport borough,44091
PA,Friedens CDP,57721
PA,Friedensburg CDP,44856
PA,Friendsville borough,68750
PA,Frizzleburg CDP,31797
PA,Frystown CDP,48913
PA,Fullerton CDP,53172
PA,Galeton borough,40250
PA,Gallitzin borough,37554
PA,Gap CDP,71625
PA,Garden View CDP,42344
PA,Gardners CDP,50446
PA,Garrett borough,43250
PA,Gastonville CDP,49167
PA,Geistown borough,53095
PA,Geneva CDP,59167
PA,Georgetown borough,50417
PA,Georgetown CDP (Lancaster County),48913
PA,Georgetown CDP (Luzerne County),47679
PA,Gettysburg borough,36000
PA,Gibraltar CDP,68550
PA,Gibsonia CDP,90385
PA,Gilberton borough,41198
PA,Gilbertsville CDP,67399
PA,Girard borough,52284
PA,Girardville borough,35272
PA,Glasgow borough,38125
PA,Glassport borough,31681
PA,Glenburn CDP,67333
PA,Glen Campbell borough,36875
PA,Glendon borough,49722
PA,Glenfield borough,71667
PA,Glen Hope borough,60313
PA,Glen Lyon CDP,24286
PA,Glenolden borough,56316
PA,Glen Osborne borough,123125
PA,Glen Rock borough,59549
PA,Glenshaw CDP,75743
PA,Glenside CDP,84506
PA,Gold Key Lake CDP,57434
PA,Goldsboro borough,66250
PA,Goodville CDP,64688
PA,Gordon borough,52054
PA,Gordonville CDP,41458
PA,Gouglersville CDP,66635
PA,Gouldsboro CDP,45956
PA,Graceton CDP,14153
PA,Grampian borough,45000
PA,Grantley CDP,94444
PA,Granville CDP,40972
PA,Grapeville CDP,(X)
PA,Grassflat CDP,44511
PA,Gratz borough,45486
PA,Grazierville CDP,57917
PA,Great Bend borough,32500
PA,Greencastle borough,55014
PA,Greenfields CDP,51369
PA,Green Hills borough,66250
PA,Green Lane borough,63438
PA,Greenock CDP,40938
PA,Greensboro borough,47083
PA,Greensburg city,36316
PA,Greens Landing CDP,28851
PA,Green Tree borough,66078
PA,Greenville borough,38024
PA,Greenwood CDP,30385
PA,Grier City CDP,75078
PA,Grill CDP,67321
PA,Grindstone CDP,39583
PA,Grove City borough,42720
PA,Guilford CDP,74063
PA,Guys Mills CDP,47188
PA,Halfway House CDP,93631
PA,Halifax borough,43750
PA,Hallam borough,55923
PA,Hallstead borough,44688
PA,Hamburg borough,47687
PA,Hampton CDP,65486
PA,Hannasville CDP,60179
PA,Hanover borough,44251
PA,Harleigh CDP,51544
PA,Harleysville CDP,81228
PA,Harmonsburg CDP,46406
PA,Harmony borough,59306
PA,Harrisburg city,33289
PA,Harrison City CDP,35655
PA,Harrisville borough,52708
PA,Hartleton borough,56042
PA,Hartstown CDP,41607
PA,Harveys Lake borough,57179
PA,Harwick CDP,41406
PA,Hasson Heights CDP,56563
PA,Hastings borough,42593
PA,Hatboro borough,67146
PA,Hatfield borough,63500
PA,Haverford College CDP,153182
PA,Hawk Run CDP,31435
PA,Hawley borough,37109
PA,Hawthorn borough,40089
PA,Haysville borough,57500
PA,Hazleton city,31545
PA,Hebron CDP,55250
PA,Heckscherville CDP,58333
PA,Hegins CDP,41161
PA,Heidelberg borough,48438
PA,Heidlersburg CDP,46500
PA,Heilwood CDP,52115
PA,Hellertown borough,56959
PA,Hemlock Farms CDP,65670
PA,Hendersonville CDP,75478
PA,Hereford CDP,49545
PA,Herminie CDP,51771
PA,Hermitage city,53480
PA,Herndon borough,40750
PA,Hershey CDP,54360
PA,Hickory CDP,76042
PA,Hickory Hills CDP,39773
PA,Highland Park CDP,47941
PA,Highspire borough,40897
PA,Hilldale CDP,55485
PA,Hiller CDP,49492
PA,Hokendauqua CDP,57056
PA,Holiday Pocono CDP,44063
PA,Hollidaysburg borough,51070
PA,Homeacre-Lyndora CDP,51275
PA,Homer City borough,43452
PA,Homestead borough,25859
PA,Hometown CDP,70114
PA,Homewood borough,36875
PA,Honesdale borough,26513
PA,Honey Brook borough,60813
PA,Hookstown borough,(X)
PA,Hooversville borough,36042
PA,Hop Bottom borough,48958
PA,Hopeland CDP,39815
PA,Hopewell borough,40417
PA,Hopwood CDP,39375
PA,Horsham CDP,69160
PA,Hostetter CDP,47813
PA,Houserville CDP,76184
PA,Houston borough,39444
PA,Houtzdale borough,40250
PA,Howard borough,49375
PA,Hublersburg CDP,-
PA,Hudson CDP,54510
PA,Hughestown borough,57679
PA,Hughesville borough,47635
PA,Hulmeville borough,75288
