Geographic Area,City,poverty_rate
TN,Sweetwater city,20.7
TN,Tazewell town,29.3
TN,Telford CDP,2.6
TN,Tellico Plains town,36.2
TN,Tellico Village CDP,3.3
TN,Tennessee Ridge town,16
TN,Thompson's Station town,3.3
TN,Three Way city,5.6
TN,Tiptonville town,33.1
TN,Toone town,32.1
TN,Townsend city,16.2
TN,Tracy City town,32.9
TN,Trenton city,36.3
TN,Trezevant town,26.4
TN,Trimble town,17.9
TN,Troy town,18.1
TN,Tullahoma city,19.5
TN,Tusculum city,12.5
TN,Unicoi town,18.8
TN,Union City city,28.1
TN,Unionville CDP,13
TN,Vanleer town,22.8
TN,Viola town,41.1
TN,Vonore town,14.9
TN,Walden town,7.4
TN,Walland CDP,7.5
TN,Walnut Grove CDP (Hardin County),32.4
TN,Walnut Grove CDP (Sumner County),20
TN,Walnut Hill CDP,15.7
TN,Walterhill CDP,0
TN,Wartburg city,31.2
TN,Wartrace town,21.1
TN,Watauga city,18.9
TN,Watertown city,14.5
TN,Waverly city,12.3
TN,Waynesboro city,24.8
TN,Westmoreland town,18.3
TN,White Bluff town,18
TN,White House city,4.3
TN,White Pine town,20.1
TN,Whiteville town,45.4
TN,Whitwell city,30.8
TN,Wildwood CDP,10.3
TN,Wildwood Lake CDP,19.6
TN,Williston city,18.9
TN,Winchester city,19.9
TN,Winfield town,33.2
TN,Woodbury town,34.5
TN,Woodland Mills city,8.6
TN,Wrigley CDP,26.4
TN,Yorkville city,15.2
TX,Abbott city,9.7
TX,Abernathy city,17.7
TX,Abilene city,19.1
TX,Abram CDP,44.7
TX,Ackerly city,20.9
TX,Addison town,10
TX,Adrian city,18
TX,Agua Dulce CDP,55.1
TX,Agua Dulce city,19.7
TX,Aguilares CDP,0
TX,Airport Heights CDP,33.3
TX,Airport Road Addition CDP,37.8
TX,Alamo city,30.5
TX,Alamo Heights city,5.3
TX,Alba town,43.4
TX,Albany city,18.3
TX,Aldine CDP,38.9
TX,Aledo city,3.9
TX,Alfred CDP,69.4
TX,Alice city,25.1
TX,Alice Acres CDP,52.4
TX,Allen city,5.5
TX,Alma town,5.8
TX,Alpine city,13.7
TX,Alto town,45.6
TX,Alto Bonito Heights CDP,31.9
TX,Alton city,42.7
TX,Alvarado city,16.2
TX,Alvin city,16.6
TX,Alvord town,13.2
TX,Amada Acres CDP,-
TX,Amargosa CDP,0
TX,Amarillo city,17
TX,Amaya CDP,20
TX,Ames city,34.7
TX,Amherst city,23.8
TX,Amistad CDP,0
TX,Anacua CDP,0
TX,Anahuac city,26.1
TX,Anderson city,19.8
TX,Andrews city,13.5
TX,Angleton city,13
TX,Angus city,37.4
TX,Anna city,12.6
TX,Annetta town,6.7
TX,Annetta North town,4.3
TX,Annetta South town,6
TX,Annona town,37.9
TX,Anson city,19.8
TX,Anthony town,26.6
TX,Anton city,22.8
TX,Appleby city,9.1
TX,Aquilla city,24.1
TX,Aransas Pass city,18.2
TX,Archer City city,19.7
TX,Arcola city,24.8
TX,Argyle city,2.9
TX,Arlington city,17.5
TX,Arp city,15.2
TX,Arroyo Colorado Estates CDP,80.2
TX,Arroyo Gardens CDP,21.8
TX,Asherton city,26.6
TX,Aspermont town,25.4
TX,Atascocita CDP,6.1
TX,Athens city,25.5
TX,Atlanta city,21.3
TX,Aubrey city,5.1
TX,Aurora city,18
TX,Austin city,18
TX,Austwell city,2.4
TX,Avery town,24.8
TX,Avinger town,15.3
TX,Azle city,9.1
TX,Bacliff CDP,30.1
TX,Bailey city,16.7
TX,Bailey's Prairie village,9.1
TX,Baird city,18.2
TX,Balch Springs city,25
TX,Balcones Heights city,23.3
TX,Ballinger city,31
TX,Balmorhea city,11.1
TX,B and E CDP,50.3
TX,Bandera city,10.6
TX,Bangs city,13.9
TX,Banquete CDP,17.1
TX,Bardwell city,19.6
TX,Barrera CDP,-
TX,Barrett CDP,32
TX,Barry city,14.2
TX,Barstow city,30.1
TX,Bartlett city,15.3
TX,Barton Creek CDP,2.9
TX,Bartonville town,2.5
TX,Bastrop city,10.2
TX,Batesville CDP,47.3
TX,Bay City city,25.8
TX,Bayou Vista city,5.5
TX,Bayside town,24.7
TX,Baytown city,19.6
TX,Bayview town,8.5
TX,Beach City city,9.2
TX,Bear Creek village,2.5
TX,Beasley city,18
TX,Beaumont city,21.8
TX,Beckville city,26.3
TX,Bedford city,6.8
TX,Bedias city,21.3
TX,Bee Cave city,2.7
TX,Beeville city,24.5
TX,Bellaire city,1.5
TX,Bellevue city,10.7
TX,Bellmead city,29.7
TX,Bells town,13.9
TX,Bellville city,6.7
TX,Belton city,16.1
TX,Benavides city,22.3
TX,Benbrook city,7
TX,Benjamin city,27.6
TX,Benjamin Perez CDP,-
TX,Berryville town,21.1
TX,Bertram city,23.9
TX,Beverly Hills city,30.4
TX,Bevil Oaks city,3.2
TX,Bigfoot CDP,30.3
TX,Big Lake city,16.6
TX,Big Sandy town,18.1
TX,Big Spring city,17.5
TX,Big Thicket Lake Estates CDP,34.9
TX,Big Wells city,20.1
TX,Bishop city,16.6
TX,Bishop Hills town,2.8
TX,Bixby CDP,49.8
TX,Blackwell city,11.5
TX,Blanco city,15.3
TX,Blanket town,17.4
TX,Blessing CDP,39.7
TX,Bloomburg town,24.3
TX,Blooming Grove town,16.3
TX,Bloomington CDP,20.6
TX,Blossom city,12.6
TX,Blue Berry Hill CDP,55.1
TX,Blue Mound city,15
TX,Blue Ridge city,13.8
TX,Bluetown CDP,48.4
TX,Blum town,19.5
TX,Boerne city,9.7
TX,Bogata city,19.1
TX,Boling CDP,12.8
TX,Bolivar Peninsula CDP,8.8
TX,Bonanza Hills CDP,0
TX,Bonham city,24.9
TX,Bonney village,21.1
TX,Booker town,10.4
TX,Borger city,21.5
TX,Botines CDP,0
TX,Bovina city,24.2
TX,Bowie city,18.3
TX,Box Canyon CDP,100
TX,Boyd town,10.1
TX,Boys Ranch CDP,0
TX,Brackettville city,20.1
TX,Brady city,20.7
TX,Brazoria city,16.4
TX,Brazos Bend city,3.6
TX,Brazos Country city,0
TX,Breckenridge city,28
TX,Bremond city,26.7
TX,Brenham city,16
TX,Briar CDP,14.5
TX,Briarcliff village,2.7
TX,Briaroaks city,4.4
TX,Bridge City city,14.9
TX,Bridgeport city,16.7
TX,Bristol CDP,0
TX,Broaddus town,11.9
TX,Bronte town,12
TX,Brookshire city,21.5
TX,Brookside Village city,11.4
TX,Browndell city,32.3
TX,Brownfield city,14.6
TX,Brownsboro city,10.9
TX,Brownsville city,33.7
TX,Brownwood city,25.7
TX,Bruceville-Eddy city,8.9
TX,Brundage CDP,-
TX,Bruni CDP,16.9
TX,Brushy Creek CDP,2.9
TX,Bryan city,24.8
TX,Bryson city,30
TX,Buchanan Dam CDP,13.6
TX,Buchanan Lake Village CDP,9
TX,Buckholts town,55.4
TX,Buda city,6.7
TX,Buena Vista CDP,88.2
TX,Buffalo city,26.5
TX,Buffalo Gap town,17.9
TX,Buffalo Springs village,13.3
TX,Bullard town,4.6
TX,Bulverde city,9.9
TX,Buna CDP,17.9
TX,Bunker Hill Village city,2.1
TX,Burkburnett city,11.3
TX,Burke city,11
TX,Burleson city,8.2
TX,Burnet city,31.6
TX,Burton city,4.1
TX,Butterfield CDP,34.9
TX,Byers city,15.4
TX,Bynum town,11.2
TX,Cactus city,18.8
TX,Caddo Mills city,25.8
TX,Caldwell city,20.9
TX,Callender Lake CDP,6.5
TX,Callisburg city,7.1
TX,Calvert city,48.1
TX,Camargito CDP,49.2
TX,Cameron city,19.7
TX,Cameron Park CDP,51.1
TX,Campbell city,10.7
TX,Campo Verde CDP,0
TX,Camp Swift CDP,17.1
TX,Camp Wood city,37.9
TX,Canadian city,16
TX,Caney City town,21.2
TX,Canton city,19.1
TX,Cantu Addition CDP,10
TX,Canutillo CDP,31.4
TX,Canyon city,20.1
TX,Canyon Creek CDP,45.8
TX,Canyon Lake CDP,9
TX,Cape Royale CDP,4
TX,Carbon town,28.8
TX,Carlsbad CDP,7.5
TX,Carl's Corner town,22.6
TX,Carmine city,8.5
TX,Carrizo Hill CDP,3.4
TX,Carrizo Springs city,15
TX,Carrollton city,9.5
TX,Carthage city,17.6
TX,Casa Blanca CDP,0
TX,Casas CDP,0
TX,Cashion Community city,13.5
TX,Castle Hills city,8.2
TX,Castroville city,14.7
TX,Catarina CDP,0
TX,Cedar Hill city,11.8
TX,Cedar Park city,4.9
TX,Cedar Point CDP,0
TX,Celeste city,21.7
TX,Celina city,12.1
TX,Center city,19.8
TX,Centerville city,19.5
TX,Central Gardens CDP,5.7
TX,C_sar Chˆvez CDP,28
TX,Chandler city,8.6
TX,Channelview CDP,21.2
TX,Channing city,20.3
TX,Chaparrito CDP,100
TX,Chapeno CDP,31.7
TX,Charlotte city,26.5
TX,Chester town,29.7
TX,Chico city,22.3
TX,Childress city,23.2
TX,Chillicothe city,14.4
TX,Chilton CDP,27.3
TX,China city,22.7
TX,China Grove town,3.1
TX,China Spring CDP,22.8
TX,Chireno city,26.5
TX,Christine town,21.2
TX,Christoval CDP,27.2
TX,Chula Vista CDP (Cameron County),83.9
TX,Chula Vista CDP (Maverick County),34.3
TX,Chula Vista CDP (Zavala County),89
TX,Cibolo city,3.9
TX,Cienegas Terrace CDP,29.3
TX,Cinco Ranch CDP,1.5
TX,Circle D-KC Estates CDP,21.4
TX,Cisco city,27.3
TX,Citrus City CDP,86.7
TX,Clarendon city,20.5
TX,Clarksville city,25.4
TX,Clarksville City city,11.8
TX,Claude city,7.8
TX,Clear Lake Shores city,3.7
TX,Cleburne city,18.7
TX,Cleveland city,28
TX,Clifton city,16.2
TX,Clint town,31
TX,Cloverleaf CDP,28.2
TX,Clute city,19.3
TX,Clyde city,22.8
TX,Coahoma town,10.6
TX,Cockrell Hill city,24
TX,Coffee City town,13.3
TX,Coldspring city,20.1
TX,Coleman city,24
TX,College Station city,34.7
TX,Colleyville city,1.9
TX,Collinsville town,4.3
TX,Colmesneil city,9.9
TX,Colorado Acres CDP,62.2
TX,Colorado City city,12.9
TX,Columbus city,11.6
TX,Comanche city,29.3
TX,Combes town,26.5
TX,Combine city,16.2
TX,Comfort CDP,23.2
TX,Commerce city,46
TX,Como town,21.6
TX,Concepcion CDP,17.9
TX,Conroe city,19.3
TX,Converse city,10.9
TX,Cool city,20.3
TX,Coolidge town,31.9
TX,Cooper city,37.1
TX,Coppell city,4.8
TX,Copperas Cove city,11.9
TX,Copper Canyon town,2
TX,Corinth city,6.2
TX,Corpus Christi city,17.5
TX,Corral City town,0
TX,Corrigan town,23.1
TX,Corsicana city,23.8
TX,Cottonwood city,8.6
TX,Cottonwood Shores city,13.3
TX,Cotulla city,18.5
TX,Country Acres CDP,0
TX,Coupland city,34.8
TX,Cove city,6.7
TX,Covington city,22.5
TX,Coyanosa CDP,16.6
TX,Coyote Acres CDP,2.8
TX,Coyote Flats city,5.2
TX,Crandall city,6
TX,Crane city,11.8
TX,Cranfills Gap city,22.3
TX,Crawford town,18.5
TX,Creedmoor city,17.5
TX,Cresson city,20.5
TX,Crockett city,39.1
TX,Crosby CDP,26.8
TX,Crosbyton city,34
TX,Cross Mountain CDP,4.2
TX,Cross Plains town,24.5
TX,Cross Roads town,1.9
TX,Cross Timber town,4.5
TX,Crowell city,15.1
TX,Crowley city,10.7
TX,Crystal City city,31.7
TX,Cuero city,19.2
TX,Cuevitas CDP,-
TX,Cumby city,15.5
TX,Cumings CDP,0
TX,Cuney town,85.2
TX,Cushing city,15.3
TX,Cut and Shoot city,10.7
TX,Daingerfield city,19
TX,Daisetta city,6.2
TX,Dalhart city,14.2
TX,Dallas city,24
TX,Dalworthington Gardens city,2.4
TX,Damon CDP,38.8
TX,Danbury city,7.7
TX,Darrouzett town,10.8
TX,Dawson town,18.6
TX,Dayton city,15.1
TX,Dayton Lakes city,16.5
TX,Dean city,6.9
TX,Decatur city,18.7
TX,DeCordova city,1.1
TX,Deer Park city,8.4
TX,De Kalb city,18.8
TX,De Leon city,21.5
TX,Dell City city,49.5
TX,Del Mar Heights CDP,35.7
TX,Delmita CDP,29.6
TX,Del Rio city,21.4
TX,Del Sol CDP,0
TX,Denison city,21.6
TX,Denton city,20.6
TX,Denver City town,15
TX,Deport city,17.4
TX,DeSoto city,11.3
TX,Detroit town,25.9
TX,Devers city,11.1
TX,Devine city,13.3
TX,Deweyville CDP,3.1
TX,D'Hanis CDP,16.2
TX,Diboll city,21.5
TX,Dickens city,12.8
TX,Dickinson city,11.1
TX,Dilley city,31.8
TX,Dimmitt city,18.6
TX,DISH town,3.5
TX,Dodd City town,6.9
TX,Dodson town,35.1
TX,Doffing CDP,49.6
TX,Domino town,2.9
TX,Donna city,33.9
TX,Doolittle CDP,50.3
TX,Dorchester city,13.9
TX,Double Oak town,3.9
TX,Douglassville town,20.7
TX,Doyle CDP,0
TX,Driftwood CDP,0
TX,Dripping Springs city,18.5
TX,Driscoll city,27.1
TX,Dublin city,26.6
TX,Dumas city,21.6
TX,Duncanville city,12.7
TX,Eagle Lake city,26.8
TX,Eagle Pass city,26.2
TX,Early city,9.7
TX,Earth city,17.9
TX,East Alto Bonito CDP,35.4
TX,East Bernard city,16
TX,Eastland city,11.8
TX,East Mountain city,13.1
TX,Easton city,16.2
TX,East Tawakoni city,16.4
TX,Ector city,23.5
TX,Edcouch city,39
TX,Eden city,4.2
TX,Edgecliff Village town,11.5
TX,Edgewater Estates CDP,0
TX,Edgewood town,21.8
TX,Edinburg city,27.7
TX,Edmonson town,13.8
TX,Edna city,16.8
TX,Edom city,10.4
TX,Edroy CDP,12.1
TX,Eidson Road CDP,20.4
TX,Elbert CDP,0
TX,El Brazil CDP,0
TX,El Camino Angosto CDP,8.5
TX,El Campo city,22.2
TX,El Castillo CDP,50.5
TX,El Cenizo CDP,17.5
TX,El Cenizo city,50.7
TX,El Chaparral CDP,0
TX,Eldorado city,14
TX,Electra city,13
TX,Elgin city,21.7
TX,Elias-Fela Solis CDP,31
TX,El Indio CDP,40.7
TX,Elkhart town,19.4
TX,El Lago city,7.5
TX,Elm Creek CDP,39.8
TX,Elmendorf city,15.2
TX,El Mesquite CDP,-
TX,Elmo CDP,7.4
TX,E. Lopez CDP,32
TX,El Paso city,20.9
TX,El Quiote CDP,15.4
TX,El Rancho Vela CDP,0
TX,El Refugio CDP,46.4
TX,Elsa city,45.8
TX,El Socio CDP,13.1
TX,Emerald Bay CDP,20.6
TX,Emhouse town,22.2
TX,Emory city,19.1
TX,Encantada-Ranchito-El Calaboz CDP,48.2
TX,Enchanted Oaks town,3.2
TX,Encinal city,13.2
TX,Encino CDP,47.2
TX,Ennis city,25
TX,Escobares city,55.3
TX,Estelline town,9.2
TX,Eugenio Saenz CDP,100
TX,Euless city,12.2
TX,Eureka city,9.5
TX,Eustace city,20.1
TX,Evadale CDP,3
TX,Evant town,27.9
TX,Evergreen CDP,100
TX,Everman city,25.1
TX,Fabens CDP,48.5
TX,Fabrica CDP,7.8
TX,Fairchilds village,7.6
TX,Fairfield city,10
TX,Fair Oaks Ranch city,0.5
TX,Fairview town,5.8
TX,Falconaire CDP,100
TX,Falcon Heights CDP,0
TX,Falcon Lake Estates CDP,26.4
TX,Falcon Mesa CDP,6.9
TX,Falcon Village CDP,33.3
TX,Falfurrias city,45.8
TX,Falls City city,12.9
TX,Falman CDP,12
TX,Fannett CDP,6
TX,Farmers Branch city,12
TX,Farmersville city,16
TX,Farwell city,13
TX,Fate city,4.8
TX,Fayetteville city,5.2
TX,Faysville CDP,28.1
TX,Fernando Salinas CDP,0
TX,Ferris city,25
TX,Fifth Street CDP,58
TX,Flatonia town,15.6
TX,Flor del Rio CDP,0
TX,Florence city,10.8
TX,Floresville city,15.9
TX,Flowella CDP,34.8
TX,Flower Mound town,2.7
TX,Floydada city,27.2
TX,Follett city,15.6
TX,Forest Hill city,24.5
TX,Forney city,7.8
TX,Forsan city,27.3
TX,Fort Bliss CDP,13.1
TX,Fort Clark Springs CDP,12.4
TX,Fort Davis CDP,5.5
TX,Fort Hancock CDP,41.3
TX,Fort Hood CDP,14.1
TX,Fort Stockton city,10.3
TX,Fort Worth city,18.8
TX,Four Corners CDP,12.5
TX,Four Points CDP,-
TX,Fowlerton CDP,0
TX,Franklin city,22.8
TX,Frankston town,14.3
TX,Fredericksburg city,14.1
TX,Freeport city,26.5
TX,Freer city,20.7
TX,Fresno CDP,10.7
TX,Friendswood city,5.7
TX,Friona city,19.7
TX,Frisco city,3.6
TX,Fritch city,8.6
TX,Fronton CDP,22.1
TX,Fronton Ranchettes CDP,54.8
TX,Frost city,27.8
TX,Fruitvale city,29.5
TX,Fulshear city,3.2
TX,Fulton town,8.5
TX,Gail CDP,0
TX,Gainesville city,22.2
TX,Galena Park city,21.5
TX,Gallatin city,7.8
TX,Galveston city,24.6
TX,Ganado city,21.5
TX,Garceno CDP,47.8
TX,Garciasville CDP,100
TX,Garden City CDP,0
TX,Gardendale CDP,4.1
TX,Garden Ridge city,1.1
TX,Garfield CDP,26.3
TX,Garland city,17.2
TX,Garrett town,34.9
TX,Garrison city,25.9
TX,Gary City town,12.8
TX,Garza-Salinas II CDP,34.3
TX,Gatesville city,22.8
TX,Georgetown city,8
TX,George West city,17.3
TX,Geronimo CDP,14.4
TX,Gholson city,18.4
TX,Giddings city,24.6
TX,Gilmer city,13.1
TX,Girard CDP,12.9
TX,Gladewater city,28.1
TX,Glenn Heights city,10.6
TX,Glen Rose city,14.4
TX,Glidden CDP,9
TX,Godley city,16.2
TX,Goldsmith city,9.1
TX,Goldthwaite city,15.9
TX,Goliad city,18.2
TX,Golinda city,28
TX,Gonzales city,29.4
TX,Goodlow city,23.9
TX,Goodrich city,13.5
TX,Gordon city,10.4
TX,Goree city,23.3
TX,Gorman city,32.4
TX,Graford city,20.9
TX,Graham city,15.8
TX,Granbury city,9.3
TX,Grandfalls town,27.8
TX,Grand Prairie city,14.7
TX,Grand Saline city,29.9
TX,Grandview city,21.1
TX,Granger city,21.7
TX,Granite Shoals city,34.8
TX,Granjeno city,17.7
TX,Grape Creek CDP,11.4
TX,Grapeland city,31.4
TX,Grapevine city,11.9
TX,Grays Prairie village,4.6
TX,Greatwood CDP,0.9
TX,Green Valley Farms CDP,37.5
TX,Greenville city,23.1
TX,Gregory city,24.1
TX,Grey Forest city,4.3
TX,Groesbeck city,35.7
TX,Groom town,1.8
TX,Groves city,13.3
TX,Groveton city,39.7
TX,Gruver city,11.2
TX,Guadalupe Guerra CDP,0
TX,Guerra CDP,-
TX,Gun Barrel City city,23.5
TX,Gunter city,15.4
TX,Gustine town,27.9
TX,Guthrie CDP,7.5
TX,Gutierrez CDP,100
TX,Hackberry town,20
TX,Hale Center city,21.2
TX,Hallettsville city,18.3
TX,Hallsburg city,10.6
TX,Hallsville city,7.4
TX,Haltom City city,16.6
TX,Hamilton city,17.8
TX,Hamlin city,27.8
TX,Happy town,28.8
TX,Hardin city,17.1
TX,Hargill CDP,74.7
TX,Harker Heights city,17.1
TX,Harlingen city,32.5
TX,Harper CDP,10.9
TX,Hart city,16.9
TX,Hartley CDP,16.2
TX,Haskell city,23.3
TX,Haslet city,2.7
TX,Havana CDP,35.3
TX,Hawk Cove city,21.2
TX,Hawkins city,25.2
TX,Hawley city,8.5
TX,Hays city,1.8
TX,H. Cuellar Estates CDP,0
TX,Hearne city,19.6
TX,Heath city,2.3
TX,Hebbronville CDP,19.5
TX,Hebron town,1.1
TX,Hedley city,17.7
TX,Hedwig Village city,8.9
TX,Heidelberg CDP,31.2
TX,Helotes city,2.2
TX,Hemphill city,35.4
TX,Hempstead city,36.5
TX,Henderson city,17.4
TX,Henrietta city,13.4
TX,Hereford city,24.1
TX,Hermleigh CDP,5.2
TX,Hewitt city,4.5
TX,Hickory Creek town,1.9
TX,Hico city,13.3
TX,Hidalgo city,30.2
TX,Hideaway city,3.9
TX,Higgins city,4.9
TX,Highland Haven city,3.3
TX,Highland Park town,4.3
TX,Highlands CDP,16.4
TX,Highland Village city,2.2
TX,Hill Country Village city,2.1
TX,Hillcrest village,7.6
TX,Hillsboro city,34.6
TX,Hillside Acres CDP,-
TX,Hilltop CDP (Frio County),9.7
TX,Hilltop CDP (Starr County),13.8
TX,Hilltop Lakes CDP,0
TX,Hilshire Village city,1.7
TX,Hitchcock city,21.9
TX,Holiday Beach CDP,3.8
TX,Holiday Lakes town,35.9
TX,Holland town,26.4
TX,Holliday city,14.3
TX,Holly Lake Ranch CDP,5.4
TX,Hollywood Park town,1.4
TX,Homestead Meadows North CDP,37.4
TX,Homestead Meadows South CDP,30.2
TX,Hondo city,26.8
TX,Honey Grove city,25.2
TX,Hooks city,29.8
TX,Horizon City city,17.4
TX,Hornsby Bend CDP,18.1
TX,Horseshoe Bay city,6.9
TX,Horseshoe Bend CDP,9.3
TX,Houston city,22.5
TX,Howardwick city,26.1
TX,Howe town,19.7
TX,Hubbard city,24.3
TX,Hudson city,23.8
TX,Hudson Bend CDP,6.3
TX,Hudson Oaks city,3.1
TX,Hughes Springs city,33.5
TX,Hull CDP,4.7
TX,Humble city,18.9
TX,Hungerford CDP,25
TX,Hunters Creek Village city,1.1
TX,Huntington city,24.5
TX,Huntsville city,36.6
TX,Hurst city,12.8
TX,Hutchins city,25.7
TX,Hutto city,5.8
TX,Huxley city,17.5
TX,Iago CDP,0
TX,Idalou city,11.2
TX,Iglesia Antigua CDP,45.6
TX,Impact town,9.1
TX,Imperial CDP,18.8
TX,Indian Hills CDP,45.4
TX,Indian Lake town,38.7
TX,Indian Springs CDP,42.5
TX,Indio CDP,-
TX,Industry city,5.6
TX,Inez CDP,13.6
TX,Ingleside city,10.2
TX,Ingleside on the Bay city,4.2
TX,Ingram city,13.1
TX,Iola city,11.6
TX,Iowa Colony village,9.2
TX,Iowa Park city,8.6
TX,Iraan city,7.2
TX,Iredell city,14.2
TX,Irving city,15.1
TX,Italy town,13.9
TX,Itasca city,28.5
TX,Ivanhoe city,30.4
TX,Jacinto City city,35.5
TX,Jacksboro city,16.5
TX,Jacksonville city,36.9
TX,Jamaica Beach city,5.2
TX,Jardin de San Julian CDP,100
TX,Jarrell city,4.3
TX,Jasper city,31.1
TX,Jayton city,11.2
TX,Jefferson city,19
TX,Jersey Village city,7.3
TX,Jewett city,17.4
TX,J.F. Villareal CDP,100
TX,Joaquin city,19.3
TX,Johnson City city,14.1
TX,Jolly city,6.2
TX,Jones Creek village,12.2
TX,Jonestown city,8.9
TX,Josephine city,3.6
TX,Joshua city,16.8
TX,Jourdanton city,10.7
TX,Juarez CDP,0
TX,Junction city,27.4
TX,Justin city,11.2
TX,Karnes City city,32.9
TX,Katy city,8.4
TX,Kaufman city,27.7
TX,K-Bar Ranch CDP,6.3
TX,Keene city,25.4
TX,Keller city,3.7
TX,Kemah city,5.4
TX,Kemp city,21.4
TX,Kempner city,17.4
TX,Kendleton city,44.6
TX,Kenedy city,36.6
TX,Kenefick town,7.2
TX,Kennard city,14
TX,Kennedale city,10
TX,Kerens city,18.7
TX,Kermit city,14.6
TX,Kerrville city,15.6
TX,Kilgore city,15.3
TX,Killeen city,15.2
TX,Kingsbury CDP,18.8
TX,Kingsland CDP,18.9
TX,Kingsville city,29
TX,Kirby city,12
TX,Kirbyville city,26.3
TX,Kirvin town,7.7
TX,Knippa CDP,38.7
TX,Knollwood city,7.9
TX,Knox City town,7.9
TX,Kosse town,18.5
TX,Kountze city,19.4
TX,Kress city,7.7
TX,Krugerville city,2.4
TX,Krum city,3.1
TX,Kurten town,20.2
TX,Kyle city,6
TX,La Blanca CDP,26.4
TX,La Carla CDP,81.7
TX,La Casita CDP,-
TX,La Chuparosa CDP,-
TX,Lackland AFB CDP,13.4
TX,La Coma CDP,0
TX,LaCoste city,6.2
TX,Lacy-Lakeview city,26.1
TX,Ladonia town,28.5
TX,La Escondida CDP,100
TX,La Esperanza CDP,0
TX,La Feria city,32.7
TX,La Feria North CDP,0
TX,Lago CDP,0
TX,Lago Vista CDP,84.3
TX,Lago Vista city,7.9
TX,La Grange city,24.5
TX,La Grulla city,29.6
TX,Laguna Heights CDP,45
TX,Laguna Park CDP,6.9
TX,Laguna Seca CDP,11
TX,Laguna Vista town,22.7
TX,La Homa CDP,43.6
TX,La Joya city,30.4
TX,Lake Bridgeport city,19.4
TX,Lake Brownwood CDP,21.6
TX,Lake Bryan CDP,27.7
TX,Lake Cherokee CDP,10.2
TX,Lake City town,21.7
TX,Lake Colorado City CDP,8.2
TX,Lake Dallas city,6
TX,Lake Dunlap CDP,13.5
TX,Lakehills CDP,14
TX,Lake Jackson city,8.3
TX,Lake Kiowa CDP,5.9
TX,Lake Medina Shores CDP,20.3
TX,Lake Meredith Estates CDP,17.1
TX,Lakeport city,15.2
TX,Lakeshore Gardens-Hidden Acres CDP,35.1
TX,Lakeside town (San Patricio County),3.1
TX,Lakeside town (Tarrant County),3.3
TX,Lakeside City town,3.6
TX,Lake Tanglewood village,7.8
TX,Lakeview town,0
TX,Lake View CDP,15
TX,Lakeway city,3.7
TX,Lakewood Village city,4.1
TX,Lake Worth city,11.7
TX,La Loma de Falcon CDP,80
TX,Lamar CDP,3
TX,La Marque city,19.6
TX,Lamesa city,17
TX,La Minita CDP,0
TX,Lampasas city,21.9
TX,Lancaster city,17
TX,Lantana CDP,1.1
TX,La Paloma CDP,26.7
TX,La Paloma Addition CDP,45.5
TX,La Paloma-Lost Creek CDP,20.1
TX,La Paloma Ranchettes CDP,32
TX,La Porte city,10.8
TX,La Presa CDP,59.4
TX,La Pryor CDP,30.9
TX,La Puerta CDP,26.9
TX,Laredo city,30.8
TX,Laredo Ranchettes CDP,100
TX,Laredo Ranchettes West CDP,-
TX,La Rosita CDP,0
TX,Lasana CDP,0
TX,Lasara CDP,49.3
TX,Las Haciendas CDP,-
TX,Las Lomas CDP,49.6
TX,Las Lomitas CDP,5.4
TX,Las Palmas CDP,0
TX,Las Palmas II CDP,67.4
TX,Las Pilas CDP,-
TX,Las Quintas Fronterizas CDP,35.1
TX,Latexo city,22.6
TX,La Tina Ranch CDP,67.8
TX,Laughlin AFB CDP,2.2
TX,Laureles CDP,47.9
TX,La Vernia city,12
TX,La Victoria CDP,0
TX,La Villa city,36.2
TX,Lavon city,0.9
TX,La Ward city,5.3
TX,Lawn town,17.5
TX,League City city,5.6
TX,Leakey city,17.1
TX,Leander city,4.5
TX,Leary city,13.9
TX,Lefors town,11.2
TX,Leming CDP,31.5
TX,Leona city,15
TX,Leonard city,21.6
TX,Leon Valley city,9.1
TX,Leroy city,5.3
TX,Levelland city,15.4
TX,Lewisville city,10.7
TX,Lexington town,19.6
TX,Liberty city,20.7
TX,Liberty City CDP,11.6
TX,Liberty Hill city,21.4
TX,Lincoln Park town,10.1
TX,Lindale city,19
TX,Linden city,27.4
TX,Lindsay city,0.7
TX,Lindsay CDP,65
TX,Linn CDP,22.8
TX,Lipan city,17.1
TX,Lipscomb CDP,0
TX,Little Elm city,5.8
TX,Littlefield city,26.7
TX,Little River-Academy city,11.8
TX,Live Oak city,12.3
TX,Liverpool city,9.1
TX,Livingston town,21.1
TX,Llano city,27.1
TX,Llano Grande CDP,26.9
TX,Lockhart city,13.1
TX,Lockney town,24.5
TX,Log Cabin city,13.8
TX,Lolita CDP,7.4
TX,Loma Grande CDP,100
TX,Loma Linda CDP,0
TX,Loma Linda East CDP (Jim Wells County),0
TX,Loma Linda East CDP (Starr County),-
TX,Loma Linda West CDP,44.8
TX,Loma Vista CDP,0
TX,Lometa city,41.3
TX,Lone Oak city,12
TX,Lone Star city,29.1
TX,Longoria CDP,-
TX,Longview city,17.9
TX,Loop CDP,7.8
TX,Lope_o CDP,-
TX,Lopezville CDP,24.9
TX,Loraine town,30.5
TX,Lorena city,12.8
TX,Lorenzo city,22.2
TX,Los Altos CDP,80.7
